time(s),segment,left_wheel_vel(rad/s),right_wheel_vel(rad/s),base_vx(m/s),base_omega_z(rad/s),ankle_pos(rad),ankle_pos(deg),ankle_vel(rad/s),ankle_acc(rad/s²),ankle_torque(Nm),knee_pos(rad),knee_pos(deg),knee_vel(rad/s),knee_acc(rad/s²),knee_torque(Nm),hip_pos(rad),hip_pos(deg),hip_vel(rad/s),hip_acc(rad/s²),hip_torque(Nm),waist_roll_pos(rad),waist_roll_pos(deg),waist_roll_vel(rad/s),waist_roll_acc(rad/s²),waist_roll_torque(Nm),waist_yaw_pos(rad),waist_yaw_pos(deg),waist_yaw_vel(rad/s),waist_yaw_acc(rad/s²),waist_yaw_torque(Nm)
3.2200,6,10.631447,10.631447,-0.269947,0.001027,-0.317200,-18.174,-0.119398,0.113781,0.000000,-0.687112,-39.369,-0.248185,0.305106,0.001975,-0.357276,-20.470,-0.131231,0.117295,0.000000,-0.000022,-0.001,-0.000012,0.000012,-0.000000,-0.000001,-0.000,0.000000,0.000013,0.000889
3.2300,6,10.631681,10.631681,-0.271701,0.001012,-0.318383,-18.242,-0.118260,0.113479,0.000000,-0.689563,-39.509,-0.245134,0.298586,0.001918,-0.358576,-20.545,-0.130058,0.117000,0.000001,-0.000022,-0.001,-0.000011,0.000012,-0.000000,-0.000001,-0.000,0.000000,0.000013,0.000984
3.2400,6,10.631926,10.631925,-0.273436,0.000996,-0.319554,-18.309,-0.117125,0.113115,0.000000,-0.691985,-39.648,-0.242148,0.292211,0.001848,-0.359865,-20.619,-0.128888,0.116642,0.000001,-0.000022,-0.001,-0.000011,0.000011,-0.000000,-0.000001,-0.000,0.000001,0.000013,0.001074
3.2500,6,10.632181,10.632180,-0.275153,0.000978,-0.320714,-18.376,-0.115994,0.112692,0.000000,-0.694377,-39.785,-0.239226,0.285975,0.001763,-0.361143,-20.692,-0.127722,0.116227,0.000001,-0.000023,-0.001,-0.000011,0.000011,-0.000000,-0.000001,-0.000,0.000001,0.000013,0.001159
3.2600,6,10.632446,10.632446,-0.276853,0.000961,-0.321863,-18.441,-0.114867,0.112216,0.000000,-0.696741,-39.920,-0.236366,0.279872,0.001661,-0.362408,-20.764,-0.126560,0.115758,0.000001,-0.000023,-0.001,-0.000011,0.000010,-0.000000,-0.000001,-0.000,0.000001,0.000013,0.001238
3.2700,6,10.632723,10.632723,-0.278538,0.000942,-0.323000,-18.507,-0.113745,0.111690,-0.000000,-0.699076,-40.054,-0.233567,0.273896,0.001540,-0.363662,-20.836,-0.125402,0.115241,0.000001,-0.000023,-0.001,-0.000011,0.000010,-0.000000,-0.000001,-0.000,0.000001,0.000013,0.001310
3.2800,6,10.633010,10.633010,-0.280207,0.000923,-0.324126,-18.571,-0.112628,0.111120,-0.000000,-0.701385,-40.186,-0.230828,0.268039,0.001397,-0.364905,-20.907,-0.124250,0.114680,0.000001,-0.000023,-0.001,-0.000011,0.000009,-0.000000,-0.000001,-0.000,0.000001,0.000013,0.001375
3.2900,6,10.633307,10.633307,-0.281862,0.000903,-0.325241,-18.635,-0.111517,0.110510,0.000000,-0.703666,-40.317,-0.228148,0.262298,0.001232,-0.366136,-20.978,-0.123103,0.114080,0.000001,-0.000023,-0.001,-0.000011,0.000009,-0.000000,-0.000001,-0.000,0.000001,0.000013,0.001433
3.3000,6,10.633616,10.633616,-0.283503,0.000883,-0.326346,-18.698,-0.110412,0.109863,0.000000,-0.705921,-40.446,-0.225525,0.256665,0.001043,-0.367355,-21.048,-0.121962,0.113444,0.000001,-0.000023,-0.001,-0.000011,0.000008,-0.000000,-0.000001,-0.000,0.000001,0.000013,0.001482
3.3100,6,10.633935,10.633934,-0.285131,0.000862,-0.327439,-18.761,-0.109313,0.109184,-0.000000,-0.708151,-40.574,-0.222958,0.251136,0.000828,-0.368564,-21.117,-0.120828,0.112777,0.000001,-0.000023,-0.001,-0.000011,0.000008,-0.000000,-0.000001,-0.000,0.000001,0.000013,0.001524
3.3200,6,10.634264,10.634264,-0.286747,0.000841,-0.328521,-18.823,-0.108221,0.108474,-0.000000,-0.710355,-40.700,-0.220447,0.245706,0.000585,-0.369761,-21.186,-0.119700,0.112082,0.000001,-0.000023,-0.001,-0.000011,0.000007,-0.000000,-0.000001,-0.000,0.000002,0.000013,0.001557
3.3300,6,10.634604,10.634604,-0.288351,0.000819,-0.329592,-18.884,-0.107136,0.107736,-0.000000,-0.712535,-40.825,-0.217990,0.240371,0.000314,-0.370946,-21.254,-0.118579,0.111363,0.000002,-0.000023,-0.001,-0.000010,0.000006,-0.000000,-0.000001,-0.000,0.000002,0.000013,0.001581
3.3400,6,10.634955,10.634955,-0.289943,0.000796,-0.330653,-18.945,-0.106059,0.106973,-0.000000,-0.714691,-40.949,-0.215586,0.235126,0.000013,-0.372121,-21.321,-0.117465,0.110622,0.000002,-0.000024,-0.001,-0.000010,0.000006,-0.000000,-0.000001,-0.000,0.000002,0.000014,0.001597
3.3500,6,10.635317,10.635316,-0.291525,0.000772,-0.331703,-19.005,-0.104989,0.106182,0.000000,-0.716823,-41.071,-0.213235,0.229971,-0.000322,-0.373285,-21.388,-0.116359,0.109861,0.000002,-0.000024,-0.001,-0.000010,0.000005,-0.000000,-0.000001,-0.000,0.000002,0.000014,0.001604
3.3600,6,10.635689,10.635689,-0.293097,0.000747,-0.332742,-19.065,-0.103927,0.105360,0.000000,-0.718933,-41.192,-0.210935,0.224905,-0.000691,-0.374437,-21.454,-0.115260,0.109083,0.000002,-0.000024,-0.001,-0.000010,0.000004,-0.000000,-0.000001,-0.000,0.000002,0.000014,0.001604
3.3700,6,10.636071,10.636071,-0.294658,0.000721,-0.333771,-19.124,-0.102874,0.104499,0.000000,-0.721020,-41.311,-0.208686,0.219931,-0.001099,-0.375579,-21.519,-0.114170,0.108287,0.000002,-0.000024,-0.001,-0.000010,0.000004,-0.000000,-0.000001,-0.000,0.000002,0.000014,0.001595
3.3800,6,10.636465,10.636465,-0.296211,0.000694,-0.334789,-19.182,-0.101829,0.103582,-0.000000,-0.723084,-41.430,-0.206487,0.215057,-0.001548,-0.376710,-21.584,-0.113087,0.107471,0.000002,-0.000024,-0.001,-0.000010,0.000003,-0.000000,-0.000001,-0.000,0.000002,0.000014,0.001579
3.3900,6,10.636869,10.636869,-0.297755,0.000664,-0.335797,-19.240,-0.100793,0.102581,-0.000000,-0.725128,-41.547,-0.204336,0.210303,-0.002043,-0.377830,-21.648,-0.112012,0.106629,0.000003,-0.000024,-0.001,-0.000010,0.000002,-0.000000,-0.000001,-0.000,0.000003,0.000014,0.001555
3.4000,6,10.637283,10.637283,-0.299292,0.000632,-0.336795,-19.297,-0.099767,0.101445,-0.000000,-0.727150,-41.663,-0.202233,0.205698,-0.002589,-0.378939,-21.712,-0.110946,0.105749,0.000003,-0.000024,-0.001,-0.000010,0.000001,-0.000000,-0.000001,-0.000,0.000003,0.000014,0.001526
3.4100,6,10.637709,10.637709,-0.300823,0.000598,-0.337782,-19.353,-0.098753,0.100087,0.000000,-0.729152,-41.777,-0.200176,0.201300,-0.003192,-0.380038,-21.775,-0.109888,0.104808,0.000004,-0.000024,-0.001,-0.000010,0.000000,-0.000000,-0.000001,-0.000,0.000003,0.000013,0.001490
3.4200,6,10.638145,10.638144,-0.302351,0.000560,-0.338760,-19.409,-0.097752,0.098364,-0.000000,-0.731134,-41.891,-0.198163,0.197204,-0.003858,-0.381127,-21.837,-0.108840,0.103769,0.000004,-0.000024,-0.001,-0.000010,-0.000000,-0.000000,-0.000001,-0.000,0.000003,0.000012,0.001449
3.4300,6,10.638591,10.638591,-0.303879,0.000519,-0.339727,-19.465,-0.096768,0.096033,0.000000,-0.733095,-42.003,-0.196191,0.193574,-0.004597,-0.382205,-21.899,-0.107802,0.102566,0.000005,-0.000024,-0.001,-0.000010,-0.000001,-0.000000,-0.000001,-0.000,0.000003,0.000011,0.001403
3.4400,6,10.639048,10.639048,-0.305413,0.000472,-0.340685,-19.520,-0.095808,0.092691,0.000000,-0.735038,-42.115,-0.194255,0.190680,-0.005418,-0.383272,-21.960,-0.106777,0.101086,0.000006,-0.000025,-0.001,-0.000010,-0.000002,-0.000000,-0.000000,-0.000,0.000003,0.000008,0.001354
3.4500,6,10.639516,10.639516,-0.306965,0.000421,-0.341634,-19.574,-0.094881,0.087666,-0.000000,-0.736962,-42.225,-0.192348,0.188980,-0.006330,-0.384330,-22.020,-0.105766,0.099142,0.000007,-0.000025,-0.001,-0.000010,-0.000003,-0.000000,-0.000000,-0.000,0.000003,0.000004,0.001301
3.4600,6,10.639995,10.639994,-0.308549,0.000363,-0.342574,-19.628,-0.094004,0.079853,0.000000,-0.738866,-42.334,-0.190459,0.189243,-0.007345,-0.385378,-22.081,-0.104775,0.096413,0.000008,-0.000025,-0.001,-0.000010,-0.000003,-0.000000,-0.000000,-0.000,0.000003,-0.000004,0.001247
3.4700,6,10.640484,10.640484,-0.310195,0.000297,-0.343506,-19.681,-0.093206,0.068326,-0.000000,-0.740752,-42.442,-0.188566,0.193825,-0.008471,-0.386416,-22.140,-0.103810,0.091691,0.000009,-0.000025,-0.001,-0.000010,0.000073,-0.000000,-0.000000,-0.000,0.000003,-0.000014,0.001191
3.4800,6,10.640984,10.640983,-0.311946,0.000223,-0.344432,-19.734,-0.092523,0.131639,-0.000000,-0.742618,-42.549,-0.186628,0.315859,-0.009702,-0.387445,-22.199,-0.102894,0.061046,0.000012,-0.000025,-0.001,-0.000010,0.002329,-0.000000,-0.000000,-0.000,0.000003,0.000468,0.001158
3.4900,6,10.641504,10.641504,-0.313778,0.000137,-0.345344,-19.787,-0.091206,8.798281,0.000000,-0.744453,-42.654,-0.183469,17.082999,-0.022557,-0.388468,-22.258,-0.102283,9.677796,0.000076,-0.000025,-0.001,0.000014,-0.001947,-0.000000,-0.000000,-0.000,0.000008,-0.000585,0.125057
3.5000,7,10.694655,10.694655,-0.308565,-0.000397,-0.345376,-19.789,-0.003223,-15.255392,-0.000000,-0.744579,-42.661,-0.012639,-30.634667,0.036472,-0.388523,-22.261,-0.005505,-15.395050,-0.000145,-0.000025,-0.001,-0.000006,0.003047,-0.000000,-0.000000,-0.000,0.000002,-0.001151,-0.154849
3.5100,7,10.629004,10.629004,-0.316189,0.000582,-0.346934,-19.878,-0.155777,0.516986,-0.000000,-0.747769,-42.844,-0.318986,-0.119260,0.013372,-0.390117,-22.352,-0.159456,0.314970,-0.000021,-0.000025,-0.001,0.000025,-0.004097,-0.000000,-0.000000,-0.000,-0.000010,-0.000299,-0.000270
3.5200,7,10.629002,10.629002,-0.313334,0.000706,-0.348440,-19.964,-0.150607,0.445973,-0.000000,-0.750971,-43.027,-0.320179,0.237524,0.011877,-0.391680,-22.442,-0.156306,0.199137,-0.000016,-0.000025,-0.001,-0.000016,-0.000095,-0.000000,-0.000000,-0.000,-0.000013,0.000413,-0.000303
3.5300,7,10.629023,10.629023,-0.312504,0.000817,-0.349901,-20.048,-0.146148,0.310588,-0.000000,-0.754149,-43.210,-0.317803,0.323231,0.010315,-0.393223,-22.530,-0.154315,0.161039,-0.000016,-0.000025,-0.001,-0.000017,0.000028,-0.000000,-0.000001,-0.000,-0.000008,0.000258,-0.000356
3.5400,7,10.629055,10.629055,-0.312988,0.000917,-0.351332,-20.130,-0.143042,0.228654,-0.000000,-0.757295,-43.390,-0.314571,0.369461,0.008817,-0.394751,-22.618,-0.152704,0.139633,-0.000014,-0.000025,-0.001,-0.000017,0.000024,-0.000000,-0.000001,-0.000,-0.000006,0.000160,-0.000399
3.5500,7,10.629098,10.629098,-0.314247,0.001004,-0.352739,-20.210,-0.140755,0.179956,0.000000,-0.760403,-43.568,-0.310877,0.393255,0.007447,-0.396264,-22.704,-0.151308,0.127428,-0.000013,-0.000025,-0.001,-0.000017,0.000019,-0.000000,-0.000001,-0.000,-0.000004,0.000101,-0.000434
3.5600,7,10.629151,10.629151,-0.315953,0.001079,-0.354129,-20.290,-0.138956,0.151236,0.000000,-0.763473,-43.744,-0.306944,0.403656,0.006227,-0.397764,-22.790,-0.150034,0.120686,-0.000011,-0.000025,-0.001,-0.000016,0.000017,-0.000000,-0.000001,-0.000,-0.000003,0.000065,-0.000461
3.5700,7,10.629215,10.629215,-0.317911,0.001143,-0.355503,-20.369,-0.137443,0.134488,-0.000000,-0.766502,-43.917,-0.302907,0.406098,0.005163,-0.399252,-22.875,-0.148827,0.117164,-0.000010,-0.000026,-0.001,-0.000016,0.000016,-0.000000,-0.000001,-0.000,-0.000003,0.000044,-0.000480
3.5800,7,10.629289,10.629289,-0.320004,0.001197,-0.356864,-20.447,-0.136098,0.124885,-0.000000,-0.769490,-44.089,-0.298846,0.403856,0.004249,-0.400729,-22.960,-0.147655,0.115516,-0.000009,-0.000026,-0.001,-0.000016,0.000016,-0.000000,-0.000001,-0.000,-0.000002,0.000032,-0.000492
3.5900,7,10.629374,10.629374,-0.322163,0.001241,-0.358213,-20.524,-0.134850,0.119520,-0.000000,-0.772438,-44.257,-0.294808,0.398900,0.003474,-0.402194,-23.044,-0.146500,0.114931,-0.000007,-0.000026,-0.001,-0.000016,0.000016,-0.000000,-0.000001,-0.000,-0.000002,0.000024,-0.000495
3.6000,7,10.629470,10.629470,-0.324345,0.001278,-0.359549,-20.601,-0.133654,0.116647,0.000000,-0.775347,-44.424,-0.290819,0.392414,0.002825,-0.403647,-23.127,-0.145351,0.114926,-0.000006,-0.000026,-0.001,-0.000016,0.000016,-0.000000,-0.000001,-0.000,-0.000002,0.000020,-0.000491
3.6100,7,10.629576,10.629576,-0.326527,0.001308,-0.360874,-20.677,-0.132488,0.115216,-0.000000,-0.778215,-44.588,-0.286895,0.385106,0.002288,-0.405089,-23.210,-0.144201,0.115213,-0.000006,-0.000026,-0.002,-0.000016,0.000017,-0.000000,-0.000001,-0.000,-0.000001,0.000017,-0.000478
3.6200,7,10.629693,10.629693,-0.328697,0.001331,-0.362187,-20.752,-0.131336,0.114598,-0.000000,-0.781046,-44.751,-0.283044,0.377398,0.001851,-0.406520,-23.292,-0.143049,0.115622,-0.000005,-0.000026,-0.002,-0.000015,0.000017,-0.000000,-0.000001,-0.000,-0.000001,0.000015,-0.000456
3.6300,7,10.629821,10.629821,-0.330845,0.001349,-0.363489,-20.826,-0.130190,0.114418,0.000000,-0.783839,-44.911,-0.279270,0.369541,0.001501,-0.407939,-23.373,-0.141893,0.116055,-0.000004,-0.000027,-0.002,-0.000015,0.000018,-0.000000,-0.000001,-0.000,-0.000001,0.000015,-0.000426
3.6400,7,10.629959,10.629959,-0.332969,0.001362,-0.364780,-20.900,-0.129046,0.114454,-0.000000,-0.786594,-45.069,-0.275574,0.361682,0.001226,-0.409346,-23.454,-0.140732,0.116453,-0.000003,-0.000027,-0.002,-0.000015,0.000018,-0.000000,-0.000001,-0.000,-0.000001,0.000014,-0.000387
3.6500,7,10.630108,10.630108,-0.335067,0.001371,-0.366059,-20.974,-0.127901,0.114574,-0.000000,-0.789314,-45.224,-0.271957,0.353903,0.001016,-0.410742,-23.534,-0.139568,0.116789,-0.000003,-0.000027,-0.002,-0.000015,0.000018,-0.000000,-0.000001,-0.000,-0.000001,0.000014,-0.000341
3.6600,7,10.630267,10.630267,-0.337138,0.001376,-0.367326,-21.046,-0.126755,0.114703,-0.000000,-0.791998,-45.378,-0.268418,0.346253,0.000861,-0.412126,-23.613,-0.138400,0.117044,-0.000002,-0.000027,-0.002,-0.000015,0.000019,-0.000000,-0.000001,-0.000,-0.000001,0.000014,-0.000286
3.6700,7,10.630437,10.630437,-0.339184,0.001378,-0.368582,-21.118,-0.125608,0.114799,0.000000,-0.794648,-45.530,-0.264956,0.338756,0.000752,-0.413498,-23.692,-0.137230,0.117214,-0.000002,-0.000027,-0.002,-0.000015,0.000019,-0.000000,-0.000001,-0.000,-0.000001,0.000014,-0.000223
3.6800,7,10.630618,10.630618,-0.341204,0.001376,-0.369827,-21.190,-0.124460,0.114839,0.000000,-0.797263,-45.680,-0.261568,0.331423,0.000682,-0.414859,-23.770,-0.136057,0.117297,-0.000001,-0.000027,-0.002,-0.000014,0.000019,-0.000000,-0.000001,-0.000,-0.000000,0.000014,-0.000153
3.6900,7,10.630809,10.630809,-0.343200,0.001372,-0.371060,-21.260,-0.123312,0.114811,-0.000000,-0.799846,-45.828,-0.258254,0.324256,0.000642,-0.416207,-23.847,-0.134884,0.117295,-0.000001,-0.000027,-0.002,-0.000014,0.000018,-0.000000,-0.000001,-0.000,-0.000000,0.000014,-0.000077
3.7000,7,10.631011,10.631011,-0.345173,0.001365,-0.372282,-21.330,-0.122164,0.114712,-0.000000,-0.802396,-45.974,-0.255012,0.317256,0.000626,-0.417545,-23.924,-0.133711,0.117212,-0.000001,-0.000028,-0.002,-0.000014,0.000018,-0.000000,-0.000001,-0.000,-0.000000,0.000014,0.000006
3.7100,7,10.631224,10.631224,-0.347123,0.001356,-0.373492,-21.400,-0.121017,0.114542,0.000000,-0.804914,-46.118,-0.251839,0.310418,0.000628,-0.418870,-23.999,-0.132539,0.117051,-0.000000,-0.000028,-0.002,-0.000014,0.000018,-0.000000,-0.000001,-0.000,0.000000,0.000014,0.000094
3.7200,7,10.631447,10.631447,-0.349053,0.001345,-0.374691,-21.468,-0.119871,0.114302,-0.000000,-0.807402,-46.261,-0.248735,0.303736,0.000642,-0.420184,-24.075,-0.131369,0.116819,-0.000000,-0.000028,-0.002,-0.000014,0.000018,-0.000000,-0.000001,-0.000,0.000000,0.000014,0.000188
3.7300,7,10.631681,10.631681,-0.350963,0.001331,-0.375878,-21.536,-0.118728,0.113996,0.000000,-0.809859,-46.401,-0.245697,0.297205,0.000662,-0.421486,-24.149,-0.130201,0.116520,0.000000,-0.000028,-0.002,-0.000013,0.000017,-0.000000,-0.000001,-0.000,0.000000,0.000014,0.000285
3.7400,7,10.631925,10.631926,-0.352855,0.001316,-0.377054,-21.604,-0.117588,0.113629,-0.000000,-0.812286,-46.541,-0.242725,0.290818,0.000682,-0.422776,-24.223,-0.129035,0.116159,0.000000,-0.000028,-0.002,-0.000013,0.000017,-0.000000,-0.000001,-0.000,0.000000,0.000015,0.000386
3.7500,7,10.632181,10.632181,-0.354728,0.001300,-0.378218,-21.670,-0.116452,0.113204,-0.000000,-0.814684,-46.678,-0.239817,0.284569,0.000699,-0.424055,-24.297,-0.127874,0.115741,0.000001,-0.000028,-0.002,-0.000013,0.000016,-0.000000,-0.000001,-0.000,0.000001,0.000015,0.000489
3.7600,7,10.632446,10.632446,-0.356585,0.001281,-0.379372,-21.736,-0.115320,0.112727,0.000000,-0.817054,-46.814,-0.236972,0.278452,0.000706,-0.425322,-24.369,-0.126716,0.115272,0.000001,-0.000028,-0.002,-0.000013,0.000016,-0.000000,-0.000001,-0.000,0.000001,0.000015,0.000593
3.7700,7,10.632723,10.632723,-0.358426,0.001261,-0.380513,-21.802,-0.114193,0.112202,0.000000,-0.819396,-46.948,-0.234187,0.272459,0.000700,-0.426578,-24.441,-0.125564,0.114756,0.000001,-0.000029,-0.002,-0.000013,0.000015,-0.000000,-0.000001,-0.000,0.000001,0.000015,0.000699
3.7800,7,10.633010,10.633010,-0.360251,0.001240,-0.381644,-21.867,-0.113071,0.111634,-0.000000,-0.821710,-47.081,-0.231462,0.266585,0.000675,-0.427822,-24.512,-0.124416,0.114197,0.000001,-0.000029,-0.002,-0.000013,0.000014,-0.000000,-0.000001,-0.000,0.000001,0.000015,0.000804
3.7900,7,10.633307,10.633307,-0.362063,0.001217,-0.382764,-21.931,-0.111954,0.111026,-0.000000,-0.823998,-47.212,-0.228797,0.260824,0.000628,-0.429054,-24.583,-0.123274,0.113600,0.000002,-0.000029,-0.002,-0.000013,0.000013,-0.000000,-0.000001,-0.000,0.000001,0.000015,0.000908
3.8000,7,10.633616,10.633616,-0.363860,0.001192,-0.383872,-21.994,-0.110844,0.110382,0.000000,-0.826260,-47.341,-0.226188,0.255170,0.000554,-0.430276,-24.653,-0.122138,0.112969,0.000002,-0.000029,-0.002,-0.000012,0.000013,-0.000000,-0.000001,-0.000,0.000001,0.000015,0.001009
3.8100,7,10.633935,10.633935,-0.365645,0.001166,-0.384970,-22.057,-0.109740,0.109707,0.000000,-0.828497,-47.469,-0.223637,0.249619,0.000448,-0.431486,-24.722,-0.121009,0.112307,0.000002,-0.000029,-0.002,-0.000012,0.000012,-0.000000,-0.000001,-0.000,0.000002,0.000015,0.001108
3.8200,7,10.634264,10.634264,-0.367417,0.001138,-0.386056,-22.119,-0.108643,0.109003,-0.000000,-0.830708,-47.596,-0.221140,0.244165,0.000306,-0.432685,-24.791,-0.119885,0.111620,0.000002,-0.000029,-0.002,-0.000012,0.000011,-0.000000,-0.000001,-0.000,0.000002,0.000016,0.001204
3.8300,7,10.634604,10.634604,-0.369178,0.001108,-0.387132,-22.181,-0.107553,0.108272,0.000000,-0.832895,-47.721,-0.218699,0.238804,0.000123,-0.433872,-24.859,-0.118769,0.110909,0.000003,-0.000029,-0.002,-0.000012,0.000010,-0.000000,-0.000001,-0.000,0.000002,0.000016,0.001294
3.8400,7,10.634955,10.634955,-0.370927,0.001076,-0.388196,-22.242,-0.106470,0.107514,-0.000000,-0.835058,-47.845,-0.216311,0.233533,-0.000107,-0.435049,-24.926,-0.117660,0.110177,0.000003,-0.000029,-0.002,-0.000012,0.000009,-0.000000,-0.000001,-0.000,0.000002,0.000016,0.001380
3.8500,7,10.635317,10.635317,-0.372666,0.001042,-0.389250,-22.302,-0.105395,0.106729,0.000000,-0.837198,-47.968,-0.213975,0.228351,-0.000389,-0.436215,-24.993,-0.116558,0.109427,0.000003,-0.000030,-0.002,-0.000012,0.000008,-0.000000,-0.000001,-0.000,0.000002,0.000016,0.001459
3.8600,7,10.635689,10.635689,-0.374394,0.001006,-0.390293,-22.362,-0.104328,0.105911,0.000000,-0.839315,-48.089,-0.211692,0.223258,-0.000728,-0.437369,-25.059,-0.115464,0.108660,0.000004,-0.000030,-0.002,-0.000012,0.000007,-0.000000,-0.000001,-0.000,0.000002,0.000016,0.001532
3.8700,7,10.636071,10.636071,-0.376113,0.000967,-0.391326,-22.421,-0.103269,0.105050,0.000000,-0.841409,-48.209,-0.209459,0.218260,-0.001133,-0.438513,-25.125,-0.114378,0.107874,0.000004,-0.000030,-0.002,-0.000012,0.000007,-0.000000,-0.000001,-0.000,0.000002,0.000016,0.001598
3.8800,7,10.636465,10.636465,-0.377823,0.000925,-0.392348,-22.480,-0.102218,0.104124,0.000000,-0.843482,-48.328,-0.207277,0.213369,-0.001609,-0.439646,-25.190,-0.113299,0.107067,0.000005,-0.000030,-0.002,-0.000012,0.000006,-0.000000,-0.000001,-0.000,0.000003,0.000016,0.001656
3.8900,7,10.636869,10.636869,-0.379525,0.000880,-0.393360,-22.538,-0.101177,0.103096,0.000000,-0.845534,-48.446,-0.205143,0.208607,-0.002167,-0.440768,-25.254,-0.112228,0.106230,0.000005,-0.000030,-0.002,-0.000012,0.000005,-0.000000,-0.000001,-0.000,0.000003,0.000016,0.001706
3.9000,7,10.637283,10.637283,-0.381220,0.000830,-0.394362,-22.595,-0.100146,0.101903,0.000000,-0.847564,-48.562,-0.203057,0.204018,-0.002814,-0.441880,-25.318,-0.111166,0.105347,0.000006,-0.000030,-0.002,-0.000011,0.000004,-0.000000,-0.000001,-0.000,0.000003,0.000016,0.001748
3.9100,7,10.637709,10.637709,-0.382911,0.000776,-0.395353,-22.652,-0.099127,0.100435,0.000000,-0.849574,-48.677,-0.201017,0.199675,-0.003563,-0.442981,-25.381,-0.110112,0.104388,0.000007,-0.000030,-0.002,-0.000011,0.000003,-0.000000,-0.000001,-0.000,0.000003,0.000016,0.001782
3.9200,7,10.638145,10.638145,-0.384599,0.000717,-0.396334,-22.708,-0.098123,0.098504,0.000000,-0.851564,-48.791,-0.199020,0.195704,-0.004426,-0.444072,-25.443,-0.109068,0.103301,0.000008,-0.000030,-0.002,-0.000011,0.000002,-0.000000,-0.000000,-0.000,0.000003,0.000015,0.001807
3.9300,7,10.638591,10.638591,-0.386289,0.000651,-0.397305,-22.764,-0.097138,0.095795,0.000000,-0.853535,-48.904,-0.197063,0.192323,-0.005417,-0.445152,-25.505,-0.108035,0.101999,0.000009,-0.000030,-0.002,-0.000011,0.000001,-0.000000,-0.000000,-0.000,0.000003,0.000013,0.001823
3.9400,7,10.639048,10.639048,-0.387990,0.000577,-0.398267,-22.819,-0.096180,0.091778,-0.000000,-0.855487,-49.016,-0.195140,0.189898,-0.006551,-0.446222,-25.567,-0.107015,0.100330,0.000010,-0.000031,-0.002,-0.000011,-0.000000,-0.000000,-0.000000,-0.000,0.000004,0.000009,0.001831
3.9500,7,10.639516,10.639516,-0.389714,0.000496,-0.399220,-22.874,-0.095262,0.085559,-0.000000,-0.857419,-49.126,-0.193241,0.189045,-0.007848,-0.447282,-25.627,-0.106012,0.098040,0.000011,-0.000031,-0.002,-0.000011,-0.000002,-0.000000,-0.000000,-0.000,0.000004,0.000003,0.001831
3.9600,7,10.639995,10.639995,-0.391483,0.000404,-0.400164,-22.928,-0.094406,0.075667,-0.000000,-0.859332,-49.236,-0.191350,0.190835,-0.009326,-0.448333,-25.688,-0.105032,0.094683,0.000013,-0.000031,-0.002,-0.000011,0.000000,-0.000000,-0.000000,-0.000,0.000004,-0.000007,0.001822
3.9700,7,10.640484,10.640484,-0.393332,0.000301,-0.401100,-22.981,-0.093650,0.061359,-0.000000,-0.861227,-49.345,-0.189442,0.199217,-0.011004,-0.449374,-25.747,-0.104085,0.088628,0.000015,-0.000031,-0.002,-0.000011,0.000101,-0.000000,-0.000000,-0.000,0.000004,-0.000018,0.001806
3.9800,7,10.640984,10.640983,-0.395318,0.000185,-0.402031,-23.035,-0.093036,0.158343,0.000000,-0.863101,-49.452,-0.187450,0.382178,-0.012945,-0.450406,-25.806,-0.103199,0.057707,0.000020,-0.000031,-0.002,-0.000010,0.002826,-0.000000,-0.000000,-0.000,0.000003,0.000548,0.001805
3.9900,7,10.641504,10.641504,-0.397393,0.000050,-0.402945,-23.087,-0.091453,8.788922,-0.000000,-0.864938,-49.557,-0.183628,16.879870,-0.029782,-0.451432,-25.865,-0.102622,9.633171,0.000086,-0.000031,-0.002,0.000018,-0.002473,-0.000000,-0.000000,-0.000,0.000009,-0.000652,0.125717
4.0000,8,10.694655,10.694655,-0.391866,-0.000553,-0.402981,-23.089,-0.003564,-15.214523,-0.000000,-0.865086,-49.566,-0.014829,-30.252533,0.053062,-0.451495,-25.869,-0.006290,-15.322946,-0.000159,-0.000031,-0.002,-0.000007,0.003676,-0.000000,-0.000000,-0.000,0.000002,-0.001110,-0.154156
4.0100,8,10.629004,10.629004,-0.400540,0.000533,-0.404538,-23.178,-0.155709,0.467667,0.000000,-0.868259,-49.748,-0.317355,-0.249528,0.022483,-0.453090,-25.960,-0.159519,0.322011,-0.000033,-0.000031,-0.002,0.000030,-0.005010,-0.000000,-0.000000,-0.000,-0.000009,-0.000433,0.000427
4.0200,8,10.629002,10.629002,-0.397775,0.000729,-0.406048,-23.265,-0.151032,0.455566,-0.000000,-0.871458,-49.931,-0.319850,0.221485,0.019438,-0.454653,-26.050,-0.156299,0.204431,-0.000025,-0.000031,-0.002,-0.000020,-0.000149,-0.000000,-0.000000,-0.000,-0.000013,0.000423,0.000398
4.0300,8,10.629024,10.629023,-0.397037,0.000896,-0.407513,-23.349,-0.146476,0.315181,0.000000,-0.874634,-50.113,-0.317635,0.315695,0.016681,-0.456195,-26.138,-0.154255,0.163148,-0.000023,-0.000031,-0.002,-0.000022,0.000026,-0.000000,-0.000000,-0.000,-0.000009,0.000265,0.000340
