time(s),segment,left_wheel_vel(rad/s),right_wheel_vel(rad/s),base_vx(m/s),base_omega_z(rad/s),ankle_pos(rad),ankle_pos(deg),ankle_vel(rad/s),ankle_acc(rad/s²),ankle_torque(Nm),knee_pos(rad),knee_pos(deg),knee_vel(rad/s),knee_acc(rad/s²),knee_torque(Nm),hip_pos(rad),hip_pos(deg),hip_vel(rad/s),hip_acc(rad/s²),hip_torque(Nm),waist_roll_pos(rad),waist_roll_pos(deg),waist_roll_vel(rad/s),waist_roll_acc(rad/s²),waist_roll_torque(Nm),waist_yaw_pos(rad),waist_yaw_pos(deg),waist_yaw_vel(rad/s),waist_yaw_acc(rad/s²),waist_yaw_torque(Nm)
1.5800,3,10.629289,10.629289,-0.068884,0.000458,-0.131520,-7.536,-0.128033,0.117066,-0.000000,-0.295271,-16.918,-0.287654,0.397103,0.002131,-0.152203,-8.721,-0.142197,0.110374,-0.000001,-0.000007,-0.000,-0.000010,0.000006,-0.000000,-0.000001,-0.000,-0.000001,0.000028,0.000923
1.5900,3,10.629374,10.629374,-0.070329,0.000452,-0.132788,-7.608,-0.126862,0.111191,-0.000000,-0.298108,-17.080,-0.283683,0.392505,0.001952,-0.153614,-8.801,-0.141093,0.109911,-0.000001,-0.000007,-0.000,-0.000010,0.000005,-0.000000,-0.000001,-0.000,-0.000000,0.000020,0.000920
1.6000,3,10.629470,10.629470,-0.071807,0.000446,-0.134046,-7.680,-0.125750,0.107976,-0.000000,-0.300905,-17.241,-0.279758,0.386347,0.001751,-0.155014,-8.882,-0.139994,0.110028,-0.000001,-0.000007,-0.000,-0.000010,0.000004,-0.000000,-0.000001,-0.000,-0.000000,0.000015,0.000909
1.6100,3,10.629576,10.629576,-0.073291,0.000440,-0.135293,-7.752,-0.124670,0.106347,-0.000000,-0.303664,-17.399,-0.275894,0.379324,0.001539,-0.156402,-8.961,-0.138894,0.110445,-0.000001,-0.000007,-0.000,-0.000010,0.000004,-0.000000,-0.000001,-0.000,-0.000000,0.000011,0.000891
1.6200,3,10.629693,10.629693,-0.074766,0.000436,-0.136529,-7.823,-0.123607,0.105641,0.000000,-0.306385,-17.555,-0.272101,0.371861,0.001322,-0.157780,-9.040,-0.137789,0.110993,-0.000001,-0.000007,-0.000,-0.000010,0.000004,-0.000000,-0.000001,-0.000,-0.000000,0.000009,0.000866
1.6300,3,10.629821,10.629821,-0.076222,0.000431,-0.137754,-7.893,-0.122550,0.105455,-0.000000,-0.309069,-17.708,-0.268382,0.364215,0.001104,-0.159147,-9.118,-0.136679,0.111571,-0.000001,-0.000007,-0.000,-0.000010,0.000004,-0.000000,-0.000001,-0.000,0.000000,0.000008,0.000835
1.6400,3,10.629959,10.629959,-0.077654,0.000427,-0.138969,-7.962,-0.121496,0.105540,-0.000000,-0.311717,-17.860,-0.264740,0.356541,0.000889,-0.160503,-9.196,-0.135564,0.112120,-0.000001,-0.000007,-0.000,-0.000010,0.000004,-0.000000,-0.000001,-0.000,0.000000,0.000007,0.000798
1.6500,3,10.630108,10.630108,-0.079060,0.000424,-0.140174,-8.031,-0.120440,0.105748,-0.000000,-0.314328,-18.010,-0.261175,0.348933,0.000679,-0.161847,-9.273,-0.134442,0.112606,-0.000001,-0.000008,-0.000,-0.000010,0.000004,-0.000000,-0.000001,-0.000,0.000000,0.000007,0.000756
1.6600,3,10.630267,10.630267,-0.080440,0.000421,-0.141367,-8.100,-0.119383,0.105989,0.000000,-0.316905,-18.157,-0.257685,0.341443,0.000478,-0.163180,-9.350,-0.133316,0.113011,-0.000001,-0.000008,-0.000,-0.000010,0.000004,-0.000000,-0.000001,-0.000,0.000000,0.000006,0.000710
1.6700,3,10.630437,10.630437,-0.081793,0.000418,-0.142551,-8.168,-0.118323,0.106210,0.000000,-0.319448,-18.303,-0.254271,0.334100,0.000286,-0.164502,-9.425,-0.132186,0.113328,-0.000001,-0.000008,-0.000,-0.000010,0.000004,-0.000000,-0.000001,-0.000,0.000000,0.000006,0.000660
1.6800,3,10.630618,10.630618,-0.083120,0.000416,-0.143723,-8.235,-0.117261,0.106383,0.000000,-0.321957,-18.447,-0.250930,0.326918,0.000105,-0.165813,-9.500,-0.131053,0.113553,-0.000001,-0.000008,-0.000,-0.000010,0.000004,-0.000000,-0.000001,-0.000,0.000000,0.000006,0.000608
1.6900,3,10.630809,10.630809,-0.084421,0.000415,-0.144885,-8.301,-0.116197,0.106491,0.000000,-0.324434,-18.589,-0.247661,0.319905,-0.000062,-0.167112,-9.575,-0.129917,0.113689,-0.000001,-0.000008,-0.000,-0.000010,0.000004,-0.000000,-0.000001,-0.000,0.000000,0.000006,0.000554
1.7000,3,10.631011,10.631011,-0.085699,0.000413,-0.146037,-8.367,-0.115132,0.106527,-0.000000,-0.326878,-18.729,-0.244462,0.313060,-0.000215,-0.168400,-9.649,-0.128781,0.113737,-0.000002,-0.000008,-0.000,-0.000010,0.000004,-0.000000,-0.000001,-0.000,0.000001,0.000006,0.000499
1.7100,3,10.631224,10.631224,-0.086953,0.000413,-0.147177,-8.433,-0.114067,0.106488,0.000000,-0.329292,-18.867,-0.241331,0.306380,-0.000352,-0.169676,-9.722,-0.127643,0.113703,-0.000002,-0.000008,-0.000,-0.000010,0.000004,-0.000000,-0.000001,-0.000,0.000001,0.000006,0.000444
1.7200,3,10.631447,10.631447,-0.088186,0.000412,-0.148307,-8.497,-0.113002,0.106377,-0.000000,-0.331674,-19.004,-0.238267,0.299860,-0.000473,-0.170941,-9.794,-0.126506,0.113591,-0.000002,-0.000008,-0.000,-0.000010,0.000004,-0.000000,-0.000001,-0.000,0.000001,0.000006,0.000390
1.7300,3,10.631681,10.631681,-0.089397,0.000412,-0.149427,-8.562,-0.111938,0.106194,0.000000,-0.334027,-19.138,-0.235269,0.293496,-0.000576,-0.172195,-9.866,-0.125370,0.113405,-0.000002,-0.000008,-0.000,-0.000010,0.000003,-0.000000,-0.000001,-0.000,0.000001,0.000006,0.000337
1.7400,3,10.631925,10.631925,-0.090589,0.000412,-0.150535,-8.625,-0.110876,0.105945,0.000000,-0.336350,-19.271,-0.232334,0.287282,-0.000661,-0.173437,-9.937,-0.124236,0.113152,-0.000002,-0.000008,-0.000,-0.000010,0.000003,-0.000000,-0.000001,-0.000,0.000001,0.000006,0.000288
1.7500,3,10.632180,10.632180,-0.091762,0.000413,-0.151634,-8.688,-0.109817,0.105632,-0.000000,-0.338645,-19.403,-0.229461,0.281210,-0.000726,-0.174668,-10.008,-0.123105,0.112835,-0.000002,-0.000009,-0.000,-0.000010,0.000003,-0.000000,-0.000001,-0.000,0.000001,0.000006,0.000241
1.7600,3,10.632446,10.632446,-0.092917,0.000413,-0.152721,-8.750,-0.108761,0.105261,0.000000,-0.340912,-19.533,-0.226649,0.275274,-0.000773,-0.175888,-10.078,-0.121976,0.112460,-0.000002,-0.000009,-0.000,-0.000010,0.000003,-0.000000,-0.000001,-0.000,0.000001,0.000006,0.000200
1.7700,3,10.632723,10.632723,-0.094055,0.000414,-0.153798,-8.812,-0.107708,0.104836,0.000000,-0.343151,-19.661,-0.223896,0.269470,-0.000800,-0.177097,-10.147,-0.120852,0.112032,-0.000002,-0.000009,-0.001,-0.000010,0.000003,-0.000000,-0.000001,-0.000,0.000001,0.000006,0.000163
1.7800,3,10.633010,10.633010,-0.095177,0.000415,-0.154865,-8.873,-0.106660,0.104360,0.000000,-0.345363,-19.788,-0.221201,0.263790,-0.000807,-0.178294,-10.215,-0.119731,0.111555,-0.000002,-0.000009,-0.001,-0.000010,0.000003,-0.000000,-0.000001,-0.000,0.000001,0.000006,0.000132
1.7900,3,10.633307,10.633307,-0.096284,0.000415,-0.155921,-8.934,-0.105616,0.103839,-0.000000,-0.347548,-19.913,-0.218564,0.258228,-0.000795,-0.179480,-10.283,-0.118616,0.111033,-0.000002,-0.000009,-0.001,-0.000010,0.000002,-0.000000,-0.000001,-0.000,0.000001,0.000006,0.000107
1.8000,3,10.633615,10.633616,-0.097377,0.000416,-0.156967,-8.994,-0.104578,0.103276,0.000000,-0.349708,-20.037,-0.215981,0.252780,-0.000765,-0.180655,-10.351,-0.117505,0.110470,-0.000002,-0.000009,-0.001,-0.000010,0.000002,-0.000000,-0.000001,-0.000,0.000001,0.000006,0.000090
1.8100,3,10.633934,10.633934,-0.098455,0.000417,-0.158002,-9.053,-0.103545,0.102674,0.000000,-0.351843,-20.159,-0.213453,0.247439,-0.000717,-0.181819,-10.417,-0.116401,0.109871,-0.000002,-0.000009,-0.001,-0.000010,0.000002,-0.000000,-0.000001,-0.000,0.000001,0.000007,0.000080
1.8200,3,10.634264,10.634264,-0.099521,0.000417,-0.159027,-9.112,-0.102518,0.102038,0.000000,-0.353952,-20.280,-0.210979,0.242202,-0.000652,-0.182972,-10.484,-0.115302,0.109238,-0.000002,-0.000009,-0.001,-0.000010,0.000002,-0.000000,-0.000001,-0.000,0.000001,0.000007,0.000077
1.8300,3,10.634604,10.634604,-0.100574,0.000417,-0.160042,-9.170,-0.101498,0.101369,0.000000,-0.356038,-20.399,-0.208557,0.237063,-0.000572,-0.184114,-10.549,-0.114210,0.108576,-0.000002,-0.000009,-0.001,-0.000010,0.000001,-0.000000,-0.000001,-0.000,0.000001,0.000007,0.000083
1.8400,3,10.634955,10.634955,-0.101615,0.000416,-0.161047,-9.227,-0.100484,0.100669,-0.000000,-0.358100,-20.518,-0.206186,0.232018,-0.000477,-0.185245,-10.614,-0.113124,0.107887,-0.000001,-0.000009,-0.001,-0.000010,0.000001,-0.000000,-0.000001,-0.000,0.000001,0.000007,0.000097
1.8500,3,10.635316,10.635317,-0.102645,0.000415,-0.162042,-9.284,-0.099477,0.099939,-0.000000,-0.360138,-20.634,-0.203866,0.227066,-0.000370,-0.186366,-10.678,-0.112045,0.107175,-0.000001,-0.000010,-0.001,-0.000010,0.000001,-0.000000,-0.000001,-0.000,0.000001,0.000007,0.000120
1.8600,3,10.635688,10.635689,-0.103665,0.000414,-0.163027,-9.341,-0.098478,0.099179,0.000000,-0.362154,-20.750,-0.201596,0.222203,-0.000253,-0.187476,-10.742,-0.110973,0.106440,-0.000001,-0.000010,-0.001,-0.000010,0.000000,-0.000000,-0.000001,-0.000,0.000002,0.000007,0.000151
1.8700,3,10.636071,10.636071,-0.104674,0.000412,-0.164002,-9.397,-0.097486,0.098383,0.000000,-0.364148,-20.864,-0.199374,0.217430,-0.000127,-0.188575,-10.805,-0.109909,0.105685,-0.000001,-0.000010,-0.001,-0.000010,0.000000,-0.000000,-0.000001,-0.000,0.000002,0.000007,0.000191
1.8800,3,10.636465,10.636465,-0.105674,0.000409,-0.164967,-9.452,-0.096502,0.097543,0.000000,-0.366120,-20.977,-0.197199,0.212751,0.000005,-0.189663,-10.867,-0.108852,0.104910,-0.000001,-0.000010,-0.001,-0.000010,-0.000000,-0.000000,-0.000001,-0.000,0.000002,0.000007,0.000239
1.8900,3,10.636869,10.636869,-0.106665,0.000406,-0.165922,-9.507,-0.095527,0.096642,0.000000,-0.368071,-21.089,-0.195072,0.208174,0.000141,-0.190741,-10.929,-0.107803,0.104111,-0.000001,-0.000010,-0.001,-0.000010,-0.000001,-0.000000,-0.000001,-0.000,0.000002,0.000007,0.000295
1.9000,3,10.637283,10.637283,-0.107648,0.000402,-0.166868,-9.561,-0.094561,0.095652,-0.000000,-0.370001,-21.199,-0.192990,0.203716,0.000278,-0.191809,-10.990,-0.106762,0.103284,-0.000001,-0.000010,-0.001,-0.000010,-0.000001,-0.000000,-0.000001,-0.000,0.000002,0.000007,0.000359
1.9100,3,10.637708,10.637709,-0.108625,0.000396,-0.167804,-9.614,-0.093604,0.094524,0.000000,-0.371910,-21.309,-0.190953,0.199405,0.000414,-0.192866,-11.050,-0.105729,0.102417,-0.000001,-0.000010,-0.001,-0.000010,-0.000001,-0.000000,-0.000001,-0.000,0.000002,0.000006,0.000430
1.9200,3,10.638144,10.638145,-0.109596,0.000390,-0.168730,-9.668,-0.092659,0.093178,-0.000000,-0.373800,-21.417,-0.188959,0.195293,0.000546,-0.193913,-11.110,-0.104705,0.101490,-0.000000,-0.000010,-0.001,-0.000010,-0.000002,-0.000000,-0.000001,-0.000,0.000002,0.000006,0.000508
1.9300,3,10.638591,10.638591,-0.110565,0.000383,-0.169647,-9.720,-0.091727,0.091481,-0.000000,-0.375670,-21.524,-0.187006,0.191465,0.000672,-0.194950,-11.170,-0.103690,0.100471,-0.000000,-0.000010,-0.001,-0.000010,-0.000002,-0.000000,-0.000001,-0.000,0.000002,0.000005,0.000592
1.9400,3,10.639048,10.639048,-0.111535,0.000375,-0.170556,-9.772,-0.090812,0.089216,-0.000000,-0.377521,-21.630,-0.185091,0.188061,0.000789,-0.195977,-11.229,-0.102685,0.099302,-0.000000,-0.000010,-0.001,-0.000010,-0.000003,-0.000000,-0.000001,-0.000,0.000002,0.000003,0.000681
1.9500,3,10.639516,10.639516,-0.112512,0.000366,-0.171455,-9.824,-0.089920,0.086028,-0.000000,-0.379353,-21.735,-0.183211,0.185311,0.000898,-0.196994,-11.287,-0.101692,0.097890,-0.000000,-0.000010,-0.001,-0.000010,-0.000004,-0.000000,-0.000001,-0.000,0.000002,0.000001,0.000775
1.9600,3,10.639994,10.639995,-0.113506,0.000355,-0.172345,-9.875,-0.089060,0.081340,-0.000000,-0.381166,-21.839,-0.181357,0.183593,0.000999,-0.198001,-11.345,-0.100713,0.096078,0.000000,-0.000011,-0.001,-0.000010,-0.000004,-0.000000,-0.000001,-0.000,0.000002,-0.000004,0.000874
1.9700,3,10.640484,10.640484,-0.114532,0.000344,-0.173228,-9.925,-0.088246,0.074353,0.000000,-0.382962,-21.942,-0.179522,0.183648,0.001097,-0.198999,-11.402,-0.099753,0.093403,0.000000,-0.000011,-0.001,-0.000010,0.000025,-0.000000,-0.000001,-0.000,0.000002,-0.000010,0.000975
1.9800,3,10.640983,10.640983,-0.115615,0.000331,-0.174103,-9.975,-0.087503,0.083768,0.000000,-0.384739,-22.044,-0.177685,0.211347,0.001244,-0.199987,-11.458,-0.098818,0.074273,-0.000001,-0.000011,-0.001,-0.000009,0.001069,-0.000000,-0.000001,-0.000,0.000002,0.000274,0.001102
1.9900,3,10.641503,10.641504,-0.116770,0.000319,-0.174969,-10.025,-0.086665,8.475980,-0.000000,-0.386494,-22.144,-0.175572,16.913927,-0.001814,-0.200968,-11.515,-0.098076,9.506456,0.000057,-0.000011,-0.001,0.000001,-0.000399,-0.000000,-0.000000,-0.000,0.000005,-0.000404,0.125067
2.0000,4,10.694655,10.694655,-0.112476,-0.000067,-0.174989,-10.026,-0.001905,-15.064680,0.000000,-0.386559,-22.148,-0.006432,-31.030451,0.008042,-0.200998,-11.516,-0.003011,-15.392542,-0.000109,-0.000011,-0.001,-0.000003,0.000949,-0.000000,-0.000000,-0.000,0.000001,-0.001203,-0.154518
2.0100,4,10.629004,10.629004,-0.116975,0.000648,-0.176514,-10.114,-0.152552,0.597968,0.000000,-0.389726,-22.330,-0.316737,0.075698,0.002817,-0.202567,-11.606,-0.156937,0.283239,0.000005,-0.000011,-0.001,0.000007,-0.001793,-0.000000,-0.000001,-0.000,-0.000011,0.000016,0.000080
2.0200,4,10.629002,10.629003,-0.113580,0.000627,-0.177980,-10.197,-0.146573,0.431877,-0.000000,-0.392886,-22.511,-0.315980,0.255194,0.003955,-0.204108,-11.695,-0.154104,0.189052,0.000001,-0.000011,-0.001,-0.000011,0.000014,-0.000000,-0.000001,-0.000,-0.000011,0.000397,0.000228
2.0300,4,10.629024,10.629024,-0.112239,0.000621,-0.179402,-10.279,-0.142254,0.303538,0.000000,-0.396020,-22.690,-0.313428,0.330050,0.004446,-0.205630,-11.782,-0.152214,0.155908,-0.000001,-0.000011,-0.001,-0.000011,0.000040,-0.000000,-0.000001,-0.000,-0.000007,0.000249,0.000340
2.0400,4,10.629055,10.629055,-0.112176,0.000622,-0.180794,-10.359,-0.139218,0.225102,-0.000000,-0.399121,-22.868,-0.310127,0.371928,0.004602,-0.207137,-11.868,-0.150655,0.136588,-0.000002,-0.000011,-0.001,-0.000011,0.000026,-0.000000,-0.000001,-0.000,-0.000005,0.000156,0.000444
2.0500,4,10.629098,10.629098,-0.112881,0.000625,-0.182164,-10.437,-0.136967,0.177522,0.000000,-0.402185,-23.044,-0.306408,0.393792,0.004568,-0.208630,-11.954,-0.149289,0.125404,-0.000002,-0.000011,-0.001,-0.000010,0.000016,-0.000000,-0.000001,-0.000,-0.000003,0.000099,0.000541
2.0600,4,10.629151,10.629151,-0.114039,0.000629,-0.183516,-10.515,-0.135192,0.148875,0.000000,-0.405210,-23.217,-0.302470,0.403448,0.004428,-0.210110,-12.038,-0.148035,0.119153,-0.000002,-0.000011,-0.001,-0.000010,0.000010,-0.000000,-0.000001,-0.000,-0.000002,0.000064,0.000632
2.0700,4,10.629215,10.629215,-0.115460,0.000632,-0.184853,-10.591,-0.133703,0.131814,0.000000,-0.408194,-23.388,-0.298436,0.405704,0.004231,-0.211578,-12.123,-0.146843,0.115867,-0.000002,-0.000011,-0.001,-0.000010,0.000007,-0.000000,-0.000001,-0.000,-0.000002,0.000042,0.000717
2.0800,4,10.629289,10.629289,-0.117026,0.000634,-0.186177,-10.667,-0.132385,0.121818,-0.000000,-0.411138,-23.556,-0.294379,0.403513,0.004007,-0.213035,-12.206,-0.145684,0.114339,-0.000002,-0.000011,-0.001,-0.000010,0.000005,-0.000000,-0.000001,-0.000,-0.000001,0.000029,0.000796
2.0900,4,10.629374,10.629374,-0.118664,0.000634,-0.187489,-10.742,-0.131167,0.116107,-0.000000,-0.414042,-23.723,-0.290344,0.398693,0.003770,-0.214481,-12.289,-0.144541,0.113828,-0.000001,-0.000012,-0.001,-0.000010,0.000004,-0.000000,-0.000001,-0.000,-0.000001,0.000021,0.000867
2.1000,4,10.629470,10.629470,-0.120333,0.000633,-0.188789,-10.817,-0.130006,0.112972,-0.000000,-0.416905,-23.887,-0.286357,0.392357,0.003528,-0.215915,-12.371,-0.143403,0.113883,-0.000001,-0.000012,-0.001,-0.000010,0.000004,-0.000000,-0.000001,-0.000,-0.000001,0.000016,0.000931
2.1100,4,10.629576,10.629576,-0.122007,0.000630,-0.190077,-10.891,-0.128876,0.111364,0.000000,-0.419730,-24.049,-0.282433,0.385186,0.003285,-0.217337,-12.453,-0.142264,0.114228,-0.000001,-0.000012,-0.001,-0.000010,0.000004,-0.000000,-0.000001,-0.000,-0.000000,0.000013,0.000987
2.1200,4,10.629693,10.629693,-0.123670,0.000626,-0.191355,-10.964,-0.127763,0.110641,-0.000000,-0.422515,-24.208,-0.278581,0.377595,0.003043,-0.218749,-12.533,-0.141122,0.114699,-0.000001,-0.000012,-0.001,-0.000010,0.000004,-0.000000,-0.000001,-0.000,-0.000000,0.000011,0.001035
2.1300,4,10.629821,10.629821,-0.125314,0.000620,-0.192622,-11.036,-0.126656,0.110412,-0.000000,-0.425263,-24.366,-0.274805,0.369835,0.002802,-0.220148,-12.614,-0.139975,0.115197,-0.000001,-0.000012,-0.001,-0.000010,0.000004,-0.000000,-0.000001,-0.000,-0.000000,0.000010,0.001075
2.1400,4,10.629959,10.629959,-0.126935,0.000615,-0.193877,-11.108,-0.125552,0.110438,-0.000000,-0.427975,-24.521,-0.271107,0.362058,0.002562,-0.221537,-12.693,-0.138823,0.115664,-0.000001,-0.000012,-0.001,-0.000010,0.000004,-0.000000,-0.000001,-0.000,-0.000000,0.000009,0.001106
2.1500,4,10.630108,10.630108,-0.128530,0.000608,-0.195122,-11.180,-0.124448,0.110577,0.000000,-0.430649,-24.674,-0.267486,0.354351,0.002322,-0.222913,-12.772,-0.137666,0.116068,-0.000001,-0.000012,-0.001,-0.000010,0.000004,-0.000000,-0.000001,-0.000,-0.000000,0.000009,0.001129
2.1600,4,10.630267,10.630267,-0.130098,0.000601,-0.196355,-11.250,-0.123342,0.110743,0.000000,-0.433289,-24.826,-0.263943,0.346766,0.002084,-0.224278,-12.850,-0.136505,0.116392,-0.000001,-0.000012,-0.001,-0.000010,0.000004,-0.000000,-0.000001,-0.000,0.000000,0.000009,0.001144
2.1700,4,10.630437,10.630437,-0.131640,0.000594,-0.197577,-11.320,-0.122234,0.110887,0.000000,-0.435894,-24.975,-0.260475,0.339330,0.001845,-0.225632,-12.928,-0.135342,0.116630,-0.000001,-0.000012,-0.001,-0.000010,0.000005,-0.000000,-0.000001,-0.000,0.000000,0.000008,0.001150
2.1800,4,10.630618,10.630618,-0.133157,0.000587,-0.198789,-11.390,-0.121126,0.110981,-0.000000,-0.438464,-25.122,-0.257082,0.332057,0.001608,-0.226973,-13.005,-0.134175,0.116778,-0.000001,-0.000012,-0.001,-0.000010,0.000005,-0.000000,-0.000001,-0.000,0.000000,0.000008,0.001148
2.1900,4,10.630809,10.630809,-0.134649,0.000580,-0.199989,-11.459,-0.120016,0.111011,-0.000000,-0.441002,-25.268,-0.253761,0.324951,0.001371,-0.228303,-13.081,-0.133007,0.116837,-0.000001,-0.000013,-0.001,-0.000010,0.000005,-0.000000,-0.000001,-0.000,0.000000,0.000008,0.001138
2.2000,4,10.631011,10.631011,-0.136118,0.000572,-0.201178,-11.527,-0.118906,0.110969,0.000000,-0.443507,-25.411,-0.250512,0.318014,0.001137,-0.229622,-13.156,-0.131839,0.116812,-0.000001,-0.000013,-0.001,-0.000010,0.000005,-0.000000,-0.000001,-0.000,0.000000,0.000008,0.001121
2.2100,4,10.631224,10.631224,-0.137563,0.000565,-0.202356,-11.594,-0.117796,0.110855,-0.000000,-0.445980,-25.553,-0.247332,0.311242,0.000905,-0.230929,-13.231,-0.130671,0.116707,-0.000001,-0.000013,-0.001,-0.000010,0.000005,-0.000000,-0.000001,-0.000,0.000000,0.000008,0.001097
2.2200,4,10.631447,10.631447,-0.138988,0.000559,-0.203523,-11.661,-0.116687,0.110669,0.000000,-0.448423,-25.693,-0.244219,0.304629,0.000676,-0.232224,-13.305,-0.129504,0.116525,-0.000001,-0.000013,-0.001,-0.000009,0.000004,-0.000000,-0.000001,-0.000,0.000001,0.000008,0.001066
2.2300,4,10.631681,10.631681,-0.140392,0.000552,-0.204679,-11.727,-0.115581,0.110415,0.000000,-0.450834,-25.831,-0.241173,0.298171,0.000453,-0.233507,-13.379,-0.128339,0.116273,-0.000001,-0.000013,-0.001,-0.000009,0.000004,-0.000000,-0.000001,-0.000,0.000001,0.000008,0.001029
2.2400,4,10.631925,10.631925,-0.141776,0.000546,-0.205823,-11.793,-0.114477,0.110095,0.000000,-0.453216,-25.967,-0.238191,0.291861,0.000235,-0.234779,-13.452,-0.127176,0.115954,-0.000001,-0.000013,-0.001,-0.000009,0.000004,-0.000000,-0.000001,-0.000,0.000001,0.000008,0.000988
2.2500,4,10.632180,10.632180,-0.143142,0.000541,-0.206957,-11.858,-0.113376,0.109716,0.000000,-0.455569,-26.102,-0.235273,0.285693,0.000024,-0.236039,-13.524,-0.126016,0.115575,-0.000001,-0.000013,-0.001,-0.000009,0.000004,-0.000000,-0.000001,-0.000,0.000001,0.000008,0.000942
2.2600,4,10.632446,10.632446,-0.144491,0.000535,-0.208080,-11.922,-0.112279,0.109280,-0.000000,-0.457893,-26.235,-0.232416,0.279661,-0.000179,-0.237288,-13.596,-0.124861,0.115140,-0.000001,-0.000013,-0.001,-0.000009,0.000004,-0.000000,-0.000001,-0.000,0.000001,0.000008,0.000892
2.2700,4,10.632723,10.632723,-0.145823,0.000530,-0.209192,-11.986,-0.111186,0.108792,-0.000000,-0.460189,-26.367,-0.229619,0.273758,-0.000373,-0.238525,-13.666,-0.123709,0.114654,-0.000001,-0.000013,-0.001,-0.000009,0.000004,-0.000000,-0.000001,-0.000,0.000001,0.000008,0.000840
2.2800,4,10.633010,10.633010,-0.147139,0.000526,-0.210293,-12.049,-0.110098,0.108256,0.000000,-0.462458,-26.497,-0.226882,0.267978,-0.000557,-0.239750,-13.737,-0.122563,0.114121,-0.000001,-0.000013,-0.001,-0.000009,0.000003,-0.000000,-0.000001,-0.000,0.000001,0.000008,0.000786
2.2900,4,10.633307,10.633307,-0.148440,0.000521,-0.211383,-12.111,-0.109015,0.107677,-0.000000,-0.464700,-26.625,-0.224202,0.262316,-0.000730,-0.240964,-13.806,-0.121421,0.113545,-0.000001,-0.000013,-0.001,-0.000009,0.000003,-0.000000,-0.000001,-0.000,0.000001,0.000009,0.000731
2.3000,4,10.633616,10.633615,-0.149727,0.000517,-0.212462,-12.173,-0.107938,0.107059,0.000000,-0.466916,-26.752,-0.221579,0.256766,-0.000892,-0.242167,-13.875,-0.120286,0.112930,-0.000001,-0.000014,-0.001,-0.000009,0.000003,-0.000000,-0.000001,-0.000,0.000001,0.000009,0.000675
2.3100,4,10.633934,10.633934,-0.151000,0.000513,-0.213531,-12.234,-0.106868,0.106405,-0.000000,-0.469106,-26.878,-0.219011,0.251323,-0.001042,-0.243359,-13.943,-0.119157,0.112282,-0.000001,-0.000014,-0.001,-0.000009,0.000002,-0.000000,-0.000001,-0.000,0.000001,0.000009,0.000621
2.3200,4,10.634264,10.634264,-0.152261,0.000509,-0.214589,-12.295,-0.105804,0.105718,-0.000000,-0.471271,-27.002,-0.216498,0.245981,-0.001180,-0.244539,-14.011,-0.118034,0.111602,-0.000001,-0.000014,-0.001,-0.000009,0.000002,-0.000000,-0.000001,-0.000,0.000001,0.000009,0.000569
2.3300,4,10.634604,10.634604,-0.153509,0.000505,-0.215636,-12.355,-0.104747,0.105001,-0.000000,-0.473411,-27.124,-0.214038,0.240737,-0.001307,-0.245708,-14.078,-0.116918,0.110895,-0.000001,-0.000014,-0.001,-0.000009,0.000002,-0.000000,-0.000001,-0.000,0.000001,0.000009,0.000519
2.3400,4,10.634955,10.634955,-0.154745,0.000501,-0.216673,-12.414,-0.103697,0.104256,-0.000000,-0.475528,-27.246,-0.211631,0.235586,-0.001422,-0.246867,-14.144,-0.115809,0.110163,-0.000001,-0.000014,-0.001,-0.000009,0.000001,-0.000000,-0.000001,-0.000,0.000002,0.000009,0.000472
2.3500,4,10.635316,10.635316,-0.155970,0.000497,-0.217700,-12.473,-0.102654,0.103483,0.000000,-0.477620,-27.366,-0.209275,0.230525,-0.001527,-0.248014,-14.210,-0.114707,0.109410,-0.000001,-0.000014,-0.001,-0.000009,0.000001,-0.000000,-0.000001,-0.000,0.000002,0.000009,0.000430
2.3600,4,10.635689,10.635688,-0.157184,0.000492,-0.218716,-12.532,-0.101619,0.102681,-0.000000,-0.479690,-27.484,-0.206969,0.225554,-0.001623,-0.249150,-14.275,-0.113613,0.108637,-0.000001,-0.000014,-0.001,-0.000009,0.000000,-0.000000,-0.000001,-0.000,0.000002,0.000009,0.000393
2.3700,4,10.636071,10.636071,-0.158388,0.000486,-0.219722,-12.589,-0.100592,0.101845,0.000000,-0.481737,-27.602,-0.204714,0.220672,-0.001712,-0.250275,-14.340,-0.112527,0.107845,-0.000001,-0.000014,-0.001,-0.000009,0.000000,-0.000000,-0.000001,-0.000,0.000002,0.000009,0.000361
2.3800,4,10.636465,10.636465,-0.159582,0.000480,-0.220718,-12.646,-0.099574,0.100965,-0.000000,-0.483762,-27.718,-0.202507,0.215884,-0.001796,-0.251389,-14.404,-0.111448,0.107034,-0.000001,-0.000014,-0.001,-0.000009,-0.000000,-0.000000,-0.000001,-0.000,0.000002,0.000009,0.000336
2.3900,4,10.636869,10.636869,-0.160768,0.000472,-0.221703,-12.703,-0.098564,0.100024,-0.000000,-0.485766,-27.832,-0.200348,0.211198,-0.001877,-0.252493,-14.467,-0.110378,0.106201,-0.000000,-0.000014,-0.001,-0.000009,-0.000001,-0.000000,-0.000001,-0.000,0.000002,0.000009,0.000318
