time(s),left_wheel_vel(rad/s),right_wheel_vel(rad/s),base_vx(m/s),base_omega_z(rad/s),ankle_pos(rad),ankle_pos(deg),ankle_vel(rad/s),ankle_acc(rad/s²),ankle_torque(Nm),knee_pos(rad),knee_pos(deg),knee_vel(rad/s),knee_acc(rad/s²),knee_torque(Nm),hip_pos(rad),hip_pos(deg),hip_vel(rad/s),hip_acc(rad/s²),hip_torque(Nm),waist_roll_pos(rad),waist_roll_pos(deg),waist_roll_vel(rad/s),waist_roll_acc(rad/s²),waist_roll_torque(Nm),waist_yaw_pos(rad),waist_yaw_pos(deg),waist_yaw_vel(rad/s),waist_yaw_acc(rad/s²),waist_yaw_torque(Nm)
3.8500,9.746297,9.746298,-0.189694,-0.030131,-0.566329,-32.448,0.000294,0.005252,-0.000000,-1.191257,-68.254,-0.009336,0.011502,-0.018246,-0.624201,-35.764,-0.010672,0.007549,0.000018,-0.000069,-0.004,-0.000050,-0.000062,-0.000000,-0.000008,-0.000,0.000000,0.000005,0.009114
3.8600,9.749875,9.749876,-0.190712,-0.030151,-0.566326,-32.448,0.000347,0.005165,0.000000,-1.191349,-68.259,-0.009221,0.011337,-0.018310,-0.624307,-35.770,-0.010597,0.007456,0.000018,-0.000069,-0.004,-0.000051,-0.000061,-0.000000,-0.000008,-0.000,0.000001,0.000005,0.009104
3.8700,9.753463,9.753463,-0.191734,-0.030169,-0.566322,-32.448,0.000398,0.005079,-0.000000,-1.191440,-68.265,-0.009108,0.011173,-0.018374,-0.624412,-35.776,-0.010522,0.007364,0.000018,-0.000070,-0.004,-0.000051,-0.000060,-0.000000,-0.000008,-0.000,0.000001,0.000005,0.009087
3.8800,9.757061,9.757061,-0.192760,-0.030187,-0.566317,-32.448,0.000449,0.004994,0.000000,-1.191530,-68.270,-0.008996,0.011011,-0.018439,-0.624516,-35.782,-0.010448,0.007273,0.000018,-0.000070,-0.004,-0.000052,-0.000059,-0.000000,-0.000008,-0.000,0.000001,0.000005,0.009064
3.8900,9.760668,9.760668,-0.193791,-0.030203,-0.566312,-32.447,0.000499,0.004910,0.000000,-1.191619,-68.275,-0.008886,0.010850,-0.018501,-0.624620,-35.788,-0.010376,0.007183,0.000018,-0.000071,-0.004,-0.000052,-0.000058,-0.000000,-0.000008,-0.000,0.000001,0.000005,0.009036
3.9000,9.764285,9.764285,-0.194826,-0.030218,-0.566307,-32.447,0.000548,0.004828,-0.000000,-1.191707,-68.280,-0.008778,0.010692,-0.018559,-0.624723,-35.794,-0.010304,0.007095,0.000017,-0.000071,-0.004,-0.000053,-0.000057,-0.000000,-0.000008,-0.000,0.000001,0.000005,0.009003
3.9100,9.767911,9.767912,-0.195865,-0.030232,-0.566301,-32.447,0.000597,0.004747,-0.000000,-1.191794,-68.285,-0.008671,0.010535,-0.018613,-0.624826,-35.800,-0.010233,0.007007,0.000017,-0.000072,-0.004,-0.000054,-0.000056,-0.000000,-0.000008,-0.000,0.000001,0.000005,0.008965
3.9200,9.771548,9.771548,-0.196908,-0.030245,-0.566294,-32.446,0.000644,0.004667,-0.000000,-1.191879,-68.290,-0.008565,0.010380,-0.018661,-0.624927,-35.806,-0.010163,0.006921,0.000017,-0.000073,-0.004,-0.000054,-0.000054,-0.000000,-0.000008,-0.000,0.000001,0.000005,0.008924
3.9300,9.775194,9.775194,-0.197956,-0.030257,-0.566287,-32.446,0.000691,0.004588,0.000000,-1.191964,-68.295,-0.008462,0.010227,-0.018701,-0.625028,-35.811,-0.010094,0.006836,0.000017,-0.000073,-0.004,-0.000055,-0.000053,-0.000000,-0.000008,-0.000,0.000001,0.000005,0.008879
3.9400,9.778850,9.778850,-0.199008,-0.030267,-0.566280,-32.445,0.000737,0.004511,-0.000000,-1.192048,-68.299,-0.008359,0.010075,-0.018731,-0.625128,-35.817,-0.010025,0.006752,0.000017,-0.000074,-0.004,-0.000055,-0.000052,-0.000000,-0.000008,-0.000,0.000001,0.000005,0.008832
3.9500,9.782516,9.782516,-0.200064,-0.030276,-0.566272,-32.445,0.000782,0.004435,-0.000000,-1.192130,-68.304,-0.008259,0.009925,-0.018752,-0.625228,-35.823,-0.009958,0.006670,0.000016,-0.000074,-0.004,-0.000056,-0.000051,-0.000000,-0.000008,-0.000,0.000001,0.000005,0.008783
3.9600,9.786192,9.786192,-0.201125,-0.030284,-0.566264,-32.445,0.000826,0.004360,-0.000000,-1.192212,-68.309,-0.008159,0.009777,-0.018761,-0.625327,-35.829,-0.009891,0.006588,0.000016,-0.000075,-0.004,-0.000056,-0.000050,-0.000000,-0.000008,-0.000,0.000001,0.000005,0.008732
3.9700,9.789877,9.789877,-0.202190,-0.030291,-0.566255,-32.444,0.000870,0.004286,-0.000000,-1.192292,-68.313,-0.008062,0.009630,-0.018757,-0.625425,-35.834,-0.009825,0.006507,0.000016,-0.000075,-0.004,-0.000057,-0.000049,-0.000000,-0.000008,-0.000,0.000001,0.000005,0.008682
3.9800,9.793572,9.793572,-0.203259,-0.030297,-0.566246,-32.444,0.000912,0.004213,0.000000,-1.192372,-68.318,-0.007965,0.009485,-0.018740,-0.625523,-35.840,-0.009760,0.006428,0.000016,-0.000076,-0.004,-0.000057,-0.000048,-0.000000,-0.000008,-0.000,0.000001,0.000005,0.008631
3.9900,9.797277,9.797277,-0.204332,-0.030301,-0.566237,-32.443,0.000955,0.004141,0.000000,-1.192451,-68.322,-0.007870,0.009341,-0.018708,-0.625620,-35.845,-0.009696,0.006350,0.000016,-0.000076,-0.004,-0.000058,-0.000047,-0.000000,-0.000008,-0.000,0.000001,0.000005,0.008581
4.0000,9.800992,9.800992,-0.205410,-0.030304,-0.566227,-32.442,0.000996,0.004071,-0.000000,-1.192528,-68.327,-0.007777,0.009199,-0.018660,-0.625716,-35.851,-0.009632,0.006272,0.000015,-0.000077,-0.004,-0.000058,-0.000046,-0.000000,-0.000008,-0.000,0.000001,0.000005,0.008532
4.0100,9.804717,9.804717,-0.206492,-0.030306,-0.566216,-32.442,0.001037,0.004001,0.000000,-1.192605,-68.331,-0.007685,0.009058,-0.018596,-0.625812,-35.856,-0.009570,0.006196,0.000015,-0.000078,-0.004,-0.000059,-0.000044,-0.000000,-0.000008,-0.000,0.000001,0.000005,0.008486
4.0200,9.808451,9.808451,-0.207578,-0.030307,-0.566205,-32.441,0.001077,0.003933,-0.000000,-1.192681,-68.336,-0.007595,0.008919,-0.018515,-0.625907,-35.862,-0.009508,0.006121,0.000015,-0.000078,-0.004,-0.000059,-0.000043,-0.000000,-0.000008,-0.000,0.000001,0.000005,0.008443
4.0300,9.812195,9.812195,-0.208668,-0.030307,-0.566194,-32.441,0.001116,0.003865,-0.000000,-1.192756,-68.340,-0.007505,0.008781,-0.018417,-0.626001,-35.867,-0.009446,0.006047,0.000015,-0.000079,-0.005,-0.000059,-0.000042,-0.000000,-0.000008,-0.000,0.000001,0.000005,0.008404
4.0400,9.815949,9.815949,-0.209763,-0.030305,-0.566183,-32.440,0.001155,0.003799,-0.000000,-1.192830,-68.344,-0.007418,0.008644,-0.018301,-0.626095,-35.873,-0.009386,0.005974,0.000015,-0.000079,-0.005,-0.000060,-0.000041,-0.000000,-0.000008,-0.000,0.000001,0.000005,0.008368
4.0500,9.819713,9.819713,-0.210862,-0.030303,-0.566171,-32.439,0.001193,0.003734,0.000000,-1.192904,-68.348,-0.007331,0.008509,-0.018167,-0.626188,-35.878,-0.009326,0.005902,0.000014,-0.000080,-0.005,-0.000060,-0.000040,-0.000000,-0.000008,-0.000,0.000001,0.000005,0.008338
4.0600,9.823487,9.823487,-0.211965,-0.030299,-0.566158,-32.438,0.001230,0.003669,-0.000000,-1.192976,-68.353,-0.007246,0.008376,-0.018015,-0.626281,-35.883,-0.009267,0.005831,0.000014,-0.000081,-0.005,-0.000061,-0.000039,-0.000000,-0.000008,-0.000,0.000001,0.000005,0.008312
4.0700,9.827270,9.827270,-0.213073,-0.030294,-0.566146,-32.438,0.001267,0.003606,-0.000000,-1.193048,-68.357,-0.007162,0.008243,-0.017845,-0.626373,-35.889,-0.009209,0.005761,0.000014,-0.000081,-0.005,-0.000061,-0.000038,-0.000000,-0.000008,-0.000,0.000002,0.000005,0.008293
4.0800,9.831063,9.831064,-0.214185,-0.030288,-0.566133,-32.437,0.001303,0.003544,-0.000000,-1.193119,-68.361,-0.007080,0.008112,-0.017658,-0.626465,-35.894,-0.009151,0.005692,0.000014,-0.000082,-0.005,-0.000061,-0.000036,-0.000000,-0.000008,-0.000,0.000002,0.000005,0.008279
4.0900,9.834867,9.834867,-0.215301,-0.030282,-0.566119,-32.436,0.001338,0.003482,0.000000,-1.193189,-68.365,-0.006999,0.007982,-0.017452,-0.626556,-35.899,-0.009094,0.005624,0.000014,-0.000082,-0.005,-0.000062,-0.000035,-0.000000,-0.000008,-0.000,0.000002,0.000005,0.008272
4.1000,9.838680,9.838680,-0.216422,-0.030274,-0.566106,-32.435,0.001373,0.003422,-0.000000,-1.193258,-68.369,-0.006919,0.007854,-0.017230,-0.626646,-35.904,-0.009038,0.005557,0.000013,-0.000083,-0.005,-0.000062,-0.000034,-0.000000,-0.000008,-0.000,0.000002,0.000005,0.008272
4.1100,9.842502,9.842503,-0.217547,-0.030265,-0.566092,-32.435,0.001407,0.003362,-0.000000,-1.193326,-68.373,-0.006840,0.007726,-0.016992,-0.626736,-35.909,-0.008983,0.005491,0.000013,-0.000084,-0.005,-0.000063,-0.000033,-0.000000,-0.000008,-0.000,0.000002,0.000005,0.008279
4.1200,9.846335,9.846335,-0.218677,-0.030255,-0.566077,-32.434,0.001441,0.003303,0.000000,-1.193394,-68.376,-0.006763,0.007600,-0.016738,-0.626825,-35.914,-0.008928,0.005426,0.000013,-0.000084,-0.005,-0.000063,-0.000032,-0.000000,-0.000008,-0.000,0.000002,0.000006,0.008293
4.1300,9.850177,9.850178,-0.219811,-0.030244,-0.566062,-32.433,0.001474,0.003245,0.000000,-1.193461,-68.380,-0.006687,0.007475,-0.016469,-0.626914,-35.920,-0.008873,0.005362,0.000013,-0.000085,-0.005,-0.000063,-0.000031,-0.000000,-0.000008,-0.000,0.000002,0.000006,0.008315
4.1400,9.854030,9.854030,-0.220949,-0.030233,-0.566047,-32.432,0.001506,0.003188,0.000000,-1.193527,-68.384,-0.006612,0.007351,-0.016186,-0.627002,-35.925,-0.008820,0.005300,0.000013,-0.000086,-0.005,-0.000063,-0.000029,-0.000000,-0.000008,-0.000,0.000002,0.000006,0.008344
4.1500,9.857892,9.857892,-0.222092,-0.030220,-0.566032,-32.431,0.001538,0.003132,0.000000,-1.193592,-68.388,-0.006539,0.007229,-0.015891,-0.627090,-35.930,-0.008767,0.005238,0.000013,-0.000086,-0.005,-0.000064,-0.000028,-0.000000,-0.000008,-0.000,0.000002,0.000006,0.008380
4.1600,9.861764,9.861764,-0.223240,-0.030206,-0.566016,-32.430,0.001570,0.003077,0.000000,-1.193657,-68.392,-0.006466,0.007107,-0.015584,-0.627177,-35.935,-0.008714,0.005177,0.000012,-0.000087,-0.005,-0.000064,-0.000027,-0.000000,-0.000008,-0.000,0.000002,0.000006,0.008423
4.1700,9.865646,9.865646,-0.224392,-0.030192,-0.566000,-32.429,0.001600,0.003023,0.000000,-1.193721,-68.395,-0.006395,0.006987,-0.015267,-0.627263,-35.940,-0.008663,0.005117,0.000012,-0.000088,-0.005,-0.000064,-0.000026,-0.000000,-0.000008,-0.000,0.000002,0.000006,0.008473
4.1800,9.869538,9.869538,-0.225549,-0.030176,-0.565984,-32.428,0.001631,0.002969,-0.000000,-1.193784,-68.399,-0.006326,0.006867,-0.014940,-0.627350,-35.944,-0.008611,0.005058,0.000012,-0.000088,-0.005,-0.000065,-0.000025,-0.000000,-0.000008,-0.000,0.000002,0.000006,0.008530
4.1900,9.873439,9.873440,-0.226711,-0.030160,-0.565967,-32.428,0.001660,0.002917,-0.000000,-1.193847,-68.402,-0.006257,0.006748,-0.014606,-0.627435,-35.949,-0.008561,0.005000,0.000012,-0.000089,-0.005,-0.000065,-0.000024,-0.000000,-0.000008,-0.000,0.000002,0.000006,0.008594
4.2000,9.877351,9.877351,-0.227877,-0.030142,-0.565951,-32.427,0.001689,0.002865,0.000000,-1.193909,-68.406,-0.006189,0.006631,-0.014265,-0.627520,-35.954,-0.008511,0.004943,0.000012,-0.000089,-0.005,-0.000065,-0.000022,-0.000000,-0.000008,-0.000,0.000002,0.000006,0.008664
4.2100,9.881272,9.881273,-0.229048,-0.030124,-0.565933,-32.426,0.001718,0.002814,-0.000000,-1.193970,-68.409,-0.006123,0.006514,-0.013920,-0.627605,-35.959,-0.008461,0.004888,0.000011,-0.000090,-0.005,-0.000065,-0.000021,-0.000000,-0.000008,-0.000,0.000002,0.000006,0.008739
4.2200,9.885204,9.885204,-0.230224,-0.030104,-0.565916,-32.425,0.001746,0.002764,0.000000,-1.194030,-68.413,-0.006058,0.006398,-0.013571,-0.627689,-35.964,-0.008413,0.004833,0.000011,-0.000091,-0.005,-0.000066,-0.000020,-0.000000,-0.000008,-0.000,0.000002,0.000006,0.008819
4.2300,9.889145,9.889145,-0.231405,-0.030083,-0.565898,-32.424,0.001774,0.002715,-0.000000,-1.194090,-68.416,-0.005994,0.006283,-0.013220,-0.627773,-35.969,-0.008364,0.004779,0.000011,-0.000091,-0.005,-0.000066,-0.000019,-0.000000,-0.000008,-0.000,0.000002,0.000006,0.008904
4.2400,9.893096,9.893096,-0.232591,-0.030062,-0.565880,-32.423,0.001801,0.002666,-0.000000,-1.194150,-68.420,-0.005931,0.006169,-0.012868,-0.627856,-35.973,-0.008316,0.004727,0.000011,-0.000092,-0.005,-0.000066,-0.000017,-0.000000,-0.000008,-0.000,0.000003,0.000006,0.008992
4.2500,9.897057,9.897057,-0.233781,-0.030039,-0.565862,-32.421,0.001828,0.002619,-0.000000,-1.194208,-68.423,-0.005869,0.006055,-0.012517,-0.627938,-35.978,-0.008269,0.004675,0.000011,-0.000093,-0.005,-0.000066,-0.000016,-0.000000,-0.000008,-0.000,0.000003,0.000007,0.009084
4.2600,9.901028,9.901028,-0.234977,-0.030015,-0.565843,-32.420,0.001854,0.002573,0.000000,-1.194266,-68.426,-0.005809,0.005942,-0.012168,-0.628021,-35.983,-0.008222,0.004624,0.000010,-0.000093,-0.005,-0.000066,-0.000015,-0.000000,-0.000008,-0.000,0.000003,0.000007,0.009179
4.2700,9.905008,9.905009,-0.236177,-0.029990,-0.565825,-32.419,0.001880,0.002527,0.000000,-1.194324,-68.430,-0.005749,0.005830,-0.011822,-0.628102,-35.988,-0.008176,0.004575,0.000010,-0.000094,-0.005,-0.000066,-0.000014,-0.000000,-0.000008,-0.000,0.000003,0.000007,0.009276
4.2800,9.908999,9.908999,-0.237382,-0.029963,-0.565805,-32.418,0.001905,0.002483,0.000000,-1.194381,-68.433,-0.005691,0.005719,-0.011480,-0.628184,-35.992,-0.008130,0.004527,0.000010,-0.000095,-0.005,-0.000067,-0.000012,-0.000000,-0.000007,-0.000,0.000003,0.000007,0.009373
4.2900,9.913000,9.913000,-0.238593,-0.029936,-0.565786,-32.417,0.001930,0.002440,0.000000,-1.194437,-68.436,-0.005634,0.005607,-0.011145,-0.628265,-35.997,-0.008085,0.004480,0.000010,-0.000095,-0.005,-0.000067,-0.000011,-0.000000,-0.000007,-0.000,0.000003,0.000007,0.009472
4.3000,9.917010,9.917010,-0.239808,-0.029906,-0.565767,-32.416,0.001954,0.002397,-0.000000,-1.194493,-68.439,-0.005578,0.005497,-0.010816,-0.628345,-36.002,-0.008040,0.004434,0.000009,-0.000096,-0.006,-0.000067,-0.000010,-0.000000,-0.000007,-0.000,0.000003,0.000007,0.009570
4.3100,9.921030,9.921031,-0.241029,-0.029876,-0.565747,-32.415,0.001978,0.002356,0.000000,-1.194548,-68.443,-0.005523,0.005386,-0.010495,-0.628425,-36.006,-0.007996,0.004389,0.000009,-0.000097,-0.006,-0.000067,-0.000009,-0.000000,-0.000007,-0.000,0.000003,0.000007,0.009667
4.3200,9.925061,9.925061,-0.242255,-0.029844,-0.565727,-32.414,0.002002,0.002316,-0.000000,-1.194603,-68.446,-0.005469,0.005277,-0.010182,-0.628505,-36.011,-0.007952,0.004345,0.000009,-0.000097,-0.006,-0.000067,-0.000007,-0.000000,-0.000007,-0.000,0.000003,0.000007,0.009762
4.3300,9.929101,9.929101,-0.243486,-0.029810,-0.565707,-32.413,0.002025,0.002277,-0.000000,-1.194657,-68.449,-0.005416,0.005167,-0.009878,-0.628584,-36.015,-0.007909,0.004303,0.000009,-0.000098,-0.006,-0.000067,-0.000006,-0.000000,-0.000007,-0.000,0.000003,0.000007,0.009855
4.3400,9.933151,9.933151,-0.244722,-0.029775,-0.565686,-32.411,0.002048,0.002239,0.000000,-1.194711,-68.452,-0.005365,0.005057,-0.009583,-0.628662,-36.020,-0.007866,0.004262,0.000008,-0.000099,-0.006,-0.000067,-0.000005,-0.000000,-0.000007,-0.000,0.000003,0.000007,0.009945
4.3500,9.937211,9.937211,-0.245964,-0.029738,-0.565665,-32.410,0.002070,0.002202,0.000000,-1.194764,-68.455,-0.005314,0.004948,-0.009299,-0.628740,-36.024,-0.007823,0.004223,0.000008,-0.000099,-0.006,-0.000067,-0.000003,-0.000000,-0.000007,-0.000,0.000003,0.000007,0.010031
4.3600,9.941281,9.941281,-0.247210,-0.029700,-0.565644,-32.409,0.002092,0.002167,-0.000000,-1.194816,-68.458,-0.005265,0.004839,-0.009025,-0.628818,-36.029,-0.007781,0.004184,0.000008,-0.000100,-0.006,-0.000067,-0.000002,-0.000000,-0.000007,-0.000,0.000003,0.000008,0.010113
4.3700,9.945361,9.945361,-0.248462,-0.029659,-0.565623,-32.408,0.002114,0.002133,0.000000,-1.194869,-68.461,-0.005216,0.004730,-0.008761,-0.628896,-36.033,-0.007739,0.004147,0.000007,-0.000101,-0.006,-0.000067,-0.000001,-0.000000,-0.000007,-0.000,0.000003,0.000008,0.010190
4.3800,9.949451,9.949451,-0.249719,-0.029617,-0.565602,-32.407,0.002135,0.002100,0.000000,-1.194920,-68.464,-0.005169,0.004620,-0.008508,-0.628973,-36.037,-0.007698,0.004112,0.000007,-0.000101,-0.006,-0.000067,0.000001,-0.000000,-0.000007,-0.000,0.000004,0.000008,0.010261
4.3900,9.953551,9.953551,-0.250982,-0.029572,-0.565580,-32.405,0.002156,0.002069,-0.000000,-1.194972,-68.467,-0.005123,0.004511,-0.008264,-0.629049,-36.042,-0.007656,0.004078,0.000007,-0.000102,-0.006,-0.000067,0.000002,-0.000000,-0.000007,-0.000,0.000004,0.000008,0.010326
4.4000,9.957661,9.957661,-0.252249,-0.029525,-0.565559,-32.404,0.002177,0.002040,-0.000000,-1.195022,-68.470,-0.005078,0.004401,-0.008030,-0.629125,-36.046,-0.007616,0.004045,0.000006,-0.000103,-0.006,-0.000067,0.000003,-0.000000,-0.000007,-0.000,0.000004,0.000008,0.010385
4.4100,9.961781,9.961781,-0.253522,-0.029477,-0.565537,-32.403,0.002197,0.002011,0.000000,-1.195073,-68.473,-0.005034,0.004291,-0.007805,-0.629201,-36.051,-0.007575,0.004014,0.000006,-0.000103,-0.006,-0.000067,0.000005,-0.000000,-0.000007,-0.000,0.000004,0.000008,0.010437
4.4200,9.965910,9.965911,-0.254800,-0.029426,-0.565515,-32.402,0.002217,0.001985,0.000000,-1.195123,-68.475,-0.004991,0.004180,-0.007587,-0.629276,-36.055,-0.007535,0.003985,0.000005,-0.000104,-0.006,-0.000067,0.000006,-0.000000,-0.000007,-0.000,0.000004,0.000008,0.010482
4.4300,9.970050,9.970050,-0.256084,-0.029372,-0.565492,-32.400,0.002237,0.001960,0.000000,-1.195172,-68.478,-0.004949,0.004069,-0.007378,-0.629351,-36.059,-0.007495,0.003957,0.000005,-0.000105,-0.006,-0.000067,0.000007,-0.000000,-0.000007,-0.000,0.000004,0.000008,0.010520
4.4400,9.974200,9.974200,-0.257373,-0.029316,-0.565470,-32.399,0.002257,0.001937,0.000000,-1.195221,-68.481,-0.004908,0.003957,-0.007174,-0.629426,-36.063,-0.007456,0.003931,0.000005,-0.000105,-0.006,-0.000067,0.000009,-0.000000,-0.000007,-0.000,0.000004,0.000008,0.010550
4.4500,9.978359,9.978360,-0.258667,-0.029258,-0.565447,-32.398,0.002276,0.001916,-0.000000,-1.195270,-68.484,-0.004869,0.003845,-0.006975,-0.629500,-36.068,-0.007416,0.003907,0.000004,-0.000106,-0.006,-0.000067,0.000010,-0.000000,-0.000007,-0.000,0.000004,0.000008,0.010573
4.4600,9.982529,9.982529,-0.259966,-0.029197,-0.565424,-32.396,0.002295,0.001897,-0.000000,-1.195318,-68.487,-0.004830,0.003732,-0.006780,-0.629574,-36.072,-0.007377,0.003884,0.000004,-0.000107,-0.006,-0.000067,0.000012,-0.000000,-0.000007,-0.000,0.000004,0.000008,0.010588
4.4700,9.986709,9.986709,-0.261271,-0.029133,-0.565401,-32.395,0.002314,0.001880,0.000000,-1.195366,-68.489,-0.004793,0.003618,-0.006586,-0.629647,-36.076,-0.007338,0.003864,0.000003,-0.000107,-0.006,-0.000067,0.000013,-0.000000,-0.000007,-0.000,0.000004,0.000009,0.010596
4.4800,9.990898,9.990898,-0.262581,-0.029067,-0.565377,-32.394,0.002333,0.001864,-0.000000,-1.195414,-68.492,-0.004757,0.003502,-0.006393,-0.629720,-36.080,-0.007300,0.003846,0.000003,-0.000108,-0.006,-0.000067,0.000014,-0.000000,-0.000007,-0.000,0.000004,0.000009,0.010596
4.4900,9.995098,9.995098,-0.263896,-0.028997,-0.565354,-32.392,0.002352,0.001851,-0.000000,-1.195461,-68.495,-0.004722,0.003386,-0.006198,-0.629793,-36.084,-0.007261,0.003829,0.000002,-0.000109,-0.006,-0.000066,0.000016,-0.000000,-0.000007,-0.000,0.000004,0.000009,0.010590
4.5000,9.999307,9.999308,-0.265216,-0.028925,-0.565330,-32.391,0.002370,0.001841,0.000000,-1.195508,-68.498,-0.004688,0.003268,-0.005999,-0.629865,-36.089,-0.007223,0.003815,0.000002,-0.000109,-0.006,-0.000066,0.000017,-0.000000,-0.000007,-0.000,0.000005,0.000009,0.010576
4.5100,10.003527,10.003527,-0.266542,-0.028849,-0.565306,-32.390,0.002388,0.001832,-0.000000,-1.195554,-68.500,-0.004655,0.003149,-0.005794,-0.629937,-36.093,-0.007185,0.003803,0.000001,-0.000110,-0.006,-0.000066,0.000018,-0.000000,-0.000007,-0.000,0.000005,0.000009,0.010557
4.5200,10.007757,10.007757,-0.267873,-0.028771,-0.565282,-32.388,0.002407,0.001826,0.000000,-1.195601,-68.503,-0.004624,0.003029,-0.005581,-0.630008,-36.097,-0.007147,0.003794,0.000000,-0.000111,-0.006,-0.000066,0.000020,-0.000000,-0.000007,-0.000,0.000005,0.000009,0.010531
4.5300,10.011996,10.011996,-0.269208,-0.028689,-0.565258,-32.387,0.002425,0.001823,-0.000000,-1.195646,-68.505,-0.004593,0.002907,-0.005357,-0.630080,-36.101,-0.007109,0.003787,-0.000000,-0.000111,-0.006,-0.000066,0.000021,-0.000000,-0.000007,-0.000,0.000005,0.000009,0.010500
4.5400,10.016246,10.016246,-0.270549,-0.028604,-0.565234,-32.385,0.002443,0.001822,0.000000,-1.195692,-68.508,-0.004564,0.002782,-0.005120,-0.630150,-36.105,-0.007071,0.003782,-0.000001,-0.000112,-0.006,-0.000065,0.000023,-0.000000,-0.000007,-0.000,0.000005,0.000009,0.010463
4.5500,10.020505,10.020506,-0.271896,-0.028516,-0.565209,-32.384,0.002462,0.001824,0.000000,-1.195737,-68.511,-0.004536,0.002656,-0.004866,-0.630221,-36.109,-0.007033,0.003780,-0.000001,-0.000113,-0.006,-0.000065,0.000024,-0.000000,-0.000006,-0.000,0.000005,0.000009,0.010423
4.5600,10.024775,10.024775,-0.273247,-0.028424,-0.565184,-32.383,0.002480,0.001829,0.000000,-1.195783,-68.513,-0.004510,0.002528,-0.004593,-0.630291,-36.113,-0.006995,0.003781,-0.000002,-0.000113,-0.006,-0.000065,0.000025,-0.000000,-0.000006,-0.000,0.000005,0.000009,0.010379
4.5700,10.029055,10.029055,-0.274603,-0.028328,-0.565159,-32.381,0.002498,0.001837,-0.000000,-1.195827,-68.516,-0.004485,0.002398,-0.004298,-0.630360,-36.117,-0.006958,0.003785,-0.000003,-0.000114,-0.007,-0.000065,0.000027,-0.000000,-0.000006,-0.000,0.000005,0.000010,0.010331
4.5800,10.033344,10.033345,-0.275964,-0.028229,-0.565134,-32.380,0.002516,0.001848,0.000000,-1.195872,-68.518,-0.004461,0.002265,-0.003977,-0.630429,-36.121,-0.006920,0.003792,-0.000003,-0.000115,-0.007,-0.000064,0.000028,-0.000000,-0.000006,-0.000,0.000005,0.000010,0.010282
4.5900,10.037644,10.037644,-0.277331,-0.028125,-0.565109,-32.378,0.002535,0.001863,0.000000,-1.195916,-68.521,-0.004438,0.002130,-0.003627,-0.630498,-36.125,-0.006882,0.003801,-0.000004,-0.000115,-0.007,-0.000064,0.000029,-0.000000,-0.000006,-0.000,0.000005,0.000010,0.010230
4.6000,10.041954,10.041954,-0.278702,-0.028018,-0.565083,-32.377,0.002554,0.001880,-0.000000,-1.195961,-68.523,-0.004417,0.001992,-0.003244,-0.630567,-36.129,-0.006844,0.003815,-0.000005,-0.000116,-0.007,-0.000064,0.000030,-0.000000,-0.000006,-0.000,0.000005,0.000010,0.010178
4.6100,10.046274,10.046274,-0.280079,-0.027906,-0.565057,-32.375,0.002572,0.001902,-0.000000,-1.196005,-68.526,-0.004397,0.001851,-0.002823,-0.630635,-36.133,-0.006806,0.003832,-0.000005,-0.000117,-0.007,-0.000064,0.000032,-0.000000,-0.000006,-0.000,0.000006,0.000010,0.010126
4.6200,10.050604,10.050604,-0.281460,-0.027790,-0.565031,-32.374,0.002591,0.001927,0.000000,-1.196048,-68.529,-0.004378,0.001707,-0.002360,-0.630702,-36.137,-0.006767,0.003852,-0.000006,-0.000117,-0.007,-0.000063,0.000033,-0.000000,-0.000006,-0.000,0.000006,0.000010,0.010074
4.6300,10.054944,10.054944,-0.282846,-0.027670,-0.565005,-32.372,0.002611,0.001955,-0.000000,-1.196092,-68.531,-0.004361,0.001559,-0.001850,-0.630770,-36.140,-0.006729,0.003876,-0.000007,-0.000118,-0.007,-0.000063,0.000034,-0.000000,-0.000006,-0.000,0.000006,0.000010,0.010024
4.6400,10.059293,10.059294,-0.284237,-0.027544,-0.564979,-32.371,0.002630,0.001988,0.000000,-1.196135,-68.534,-0.004346,0.001408,-0.001287,-0.630837,-36.144,-0.006690,0.003904,-0.000008,-0.000119,-0.007,-0.000063,0.000035,-0.000000,-0.000006,-0.000,0.000006,0.000010,0.009976
4.6500,10.063653,10.063654,-0.285633,-0.027413,-0.564953,-32.369,0.002650,0.002026,0.000000,-1.196179,-68.536,-0.004331,0.001253,-0.000666,-0.630903,-36.148,-0.006651,0.003937,-0.000009,-0.000119,-0.007,-0.000062,0.000037,-0.000000,-0.000006,-0.000,0.000006,0.000010,0.009931
4.6600,10.068024,10.068024,-0.287034,-0.027277,-0.564926,-32.368,0.002670,0.002067,-0.000000,-1.196222,-68.538,-0.004319,0.001094,0.000020,-0.630969,-36.152,-0.006612,0.003973,-0.000010,-0.000120,-0.007,-0.000062,0.000038,-0.000000,-0.000006,-0.000,0.000006,0.000010,0.009890
4.6700,10.072404,10.072404,-0.288439,-0.027135,-0.564899,-32.366,0.002691,0.002113,-0.000000,-1.196265,-68.541,-0.004308,0.000930,0.000780,-0.631035,-36.156,-0.006572,0.004015,-0.000011,-0.000120,-0.007,-0.000061,0.000039,-0.000000,-0.000006,-0.000,0.000006,0.000010,0.009853
