time(s),left_wheel_vel(rad/s),right_wheel_vel(rad/s),base_vx(m/s),base_omega_z(rad/s),ankle_pos(rad),ankle_pos(deg),ankle_vel(rad/s),ankle_acc(rad/s²),ankle_torque(Nm),knee_pos(rad),knee_pos(deg),knee_vel(rad/s),knee_acc(rad/s²),knee_torque(Nm),hip_pos(rad),hip_pos(deg),hip_vel(rad/s),hip_acc(rad/s²),hip_torque(Nm),waist_roll_pos(rad),waist_roll_pos(deg),waist_roll_vel(rad/s),waist_roll_acc(rad/s²),waist_roll_torque(Nm),waist_yaw_pos(rad),waist_yaw_pos(deg),waist_yaw_vel(rad/s),waist_yaw_acc(rad/s²),waist_yaw_torque(Nm)
2.2100,9.289044,9.289045,-0.071322,-0.028637,-0.547458,-31.367,-0.036885,0.057634,0.000000,-1.137756,-65.189,-0.080803,0.107300,-0.005122,-0.583762,-33.447,-0.052565,0.060990,0.000003,-0.000183,-0.010,0.000286,-0.000402,-0.000000,-0.000001,-0.000,-0.000013,0.000018,0.004112
2.2200,9.291065,9.291065,-0.071794,-0.028601,-0.547821,-31.388,-0.036309,0.056847,-0.000000,-1.138554,-65.234,-0.079730,0.105872,-0.005134,-0.584282,-33.477,-0.051955,0.060201,0.000004,-0.000180,-0.010,0.000282,-0.000399,-0.000000,-0.000001,-0.000,-0.000013,0.000018,0.004173
2.2300,9.293094,9.293094,-0.072268,-0.028566,-0.548179,-31.408,-0.035740,0.056070,-0.000000,-1.139340,-65.279,-0.078671,0.104463,-0.005146,-0.584795,-33.506,-0.051353,0.059422,0.000004,-0.000177,-0.010,0.000278,-0.000397,-0.000000,-0.000001,-0.000,-0.000013,0.000017,0.004240
2.2400,9.295133,9.295133,-0.072745,-0.028533,-0.548530,-31.428,-0.035179,0.055304,-0.000000,-1.140117,-65.324,-0.077627,0.103073,-0.005159,-0.585303,-33.535,-0.050759,0.058653,0.000004,-0.000174,-0.010,0.000274,-0.000395,-0.000000,-0.000001,-0.000,-0.000012,0.000017,0.004311
2.2500,9.297181,9.297182,-0.073225,-0.028499,-0.548877,-31.448,-0.034626,0.054548,0.000000,-1.140883,-65.368,-0.076596,0.101701,-0.005175,-0.585805,-33.564,-0.050172,0.057894,0.000004,-0.000172,-0.010,0.000270,-0.000392,-0.000000,-0.000001,-0.000,-0.000012,0.000017,0.004387
2.2600,9.299239,9.299239,-0.073707,-0.028467,-0.549218,-31.468,-0.034081,0.053801,-0.000000,-1.141638,-65.411,-0.075579,0.100347,-0.005194,-0.586301,-33.593,-0.049593,0.057146,0.000004,-0.000169,-0.010,0.000266,-0.000390,-0.000000,-0.000002,-0.000,-0.000012,0.000017,0.004467
2.2700,9.301306,9.301306,-0.074193,-0.028435,-0.549553,-31.487,-0.033543,0.053065,0.000000,-1.142384,-65.454,-0.074576,0.099012,-0.005216,-0.586791,-33.621,-0.049022,0.056407,0.000005,-0.000166,-0.010,0.000262,-0.000387,-0.000000,-0.000002,-0.000,-0.000012,0.000017,0.004550
2.2800,9.303382,9.303382,-0.074681,-0.028405,-0.549883,-31.506,-0.033012,0.052338,-0.000000,-1.143120,-65.496,-0.073585,0.097694,-0.005245,-0.587276,-33.648,-0.048458,0.055678,0.000005,-0.000164,-0.009,0.000259,-0.000385,-0.000000,-0.000002,-0.000,-0.000012,0.000016,0.004636
2.2900,9.305467,9.305467,-0.075172,-0.028375,-0.550208,-31.525,-0.032489,0.051621,-0.000000,-1.143846,-65.538,-0.072608,0.096394,-0.005279,-0.587755,-33.676,-0.047901,0.054958,0.000005,-0.000161,-0.009,0.000255,-0.000382,-0.000000,-0.000002,-0.000,-0.000012,0.000016,0.004725
2.3000,9.307562,9.307562,-0.075665,-0.028346,-0.550528,-31.543,-0.031973,0.050914,-0.000000,-1.144563,-65.579,-0.071645,0.095111,-0.005321,-0.588228,-33.703,-0.047352,0.054248,0.000005,-0.000159,-0.009,0.000251,-0.000380,-0.000000,-0.000002,-0.000,-0.000011,0.000016,0.004815
2.3100,9.309666,9.309666,-0.076162,-0.028317,-0.550842,-31.561,-0.031463,0.050215,-0.000000,-1.145269,-65.619,-0.070693,0.093846,-0.005370,-0.588696,-33.730,-0.046809,0.053547,0.000005,-0.000156,-0.009,0.000247,-0.000377,-0.000000,-0.000002,-0.000,-0.000011,0.000016,0.004907
2.3200,9.311779,9.311779,-0.076661,-0.028290,-0.551152,-31.579,-0.030961,0.049527,-0.000000,-1.145967,-65.659,-0.069755,0.092597,-0.005428,-0.589159,-33.756,-0.046274,0.052856,0.000006,-0.000154,-0.009,0.000243,-0.000375,-0.000000,-0.000002,-0.000,-0.000011,0.000016,0.004999
2.3300,9.313902,9.313902,-0.077163,-0.028263,-0.551457,-31.596,-0.030466,0.048847,0.000000,-1.146655,-65.699,-0.068829,0.091365,-0.005496,-0.589616,-33.783,-0.045745,0.052173,0.000006,-0.000151,-0.009,0.000240,-0.000372,-0.000000,-0.000002,-0.000,-0.000011,0.000016,0.005092
2.3400,9.316034,9.316034,-0.077668,-0.028237,-0.551756,-31.613,-0.029978,0.048176,0.000000,-1.147334,-65.737,-0.067915,0.090149,-0.005574,-0.590069,-33.808,-0.045223,0.051499,0.000006,-0.000149,-0.009,0.000236,-0.000369,-0.000000,-0.000002,-0.000,-0.000011,0.000015,0.005183
2.3500,9.318175,9.318175,-0.078176,-0.028212,-0.552051,-31.630,-0.029496,0.047514,0.000000,-1.148005,-65.776,-0.067014,0.088950,-0.005663,-0.590516,-33.834,-0.044708,0.050835,0.000006,-0.000147,-0.008,0.000232,-0.000367,-0.000000,-0.000003,-0.000,-0.000011,0.000015,0.005274
2.3600,9.320326,9.320326,-0.078687,-0.028188,-0.552342,-31.647,-0.029021,0.046861,0.000000,-1.148666,-65.814,-0.066124,0.087766,-0.005764,-0.590958,-33.859,-0.044200,0.050178,0.000006,-0.000144,-0.008,0.000229,-0.000364,-0.000000,-0.000003,-0.000,-0.000011,0.000015,0.005362
2.3700,9.322485,9.322486,-0.079201,-0.028164,-0.552627,-31.663,-0.028552,0.046217,0.000000,-1.149318,-65.851,-0.065247,0.086598,-0.005876,-0.591395,-33.884,-0.043698,0.049531,0.000007,-0.000142,-0.008,0.000225,-0.000361,-0.000000,-0.000003,-0.000,-0.000010,0.000015,0.005449
2.3800,9.324655,9.324655,-0.079718,-0.028141,-0.552908,-31.679,-0.028090,0.045581,-0.000000,-1.149962,-65.888,-0.064381,0.085446,-0.006000,-0.591827,-33.909,-0.043203,0.048892,0.000007,-0.000140,-0.008,0.000221,-0.000358,-0.000000,-0.000003,-0.000,-0.000010,0.000015,0.005532
2.3900,9.326833,9.326833,-0.080238,-0.028119,-0.553184,-31.695,-0.027634,0.044954,-0.000000,-1.150597,-65.924,-0.063526,0.084309,-0.006137,-0.592254,-33.934,-0.042714,0.048261,0.000007,-0.000138,-0.008,0.000218,-0.000355,-0.000000,-0.000003,-0.000,-0.000010,0.000015,0.005612
2.4000,9.329021,9.329021,-0.080761,-0.028098,-0.553456,-31.711,-0.027185,0.044335,-0.000000,-1.151224,-65.960,-0.062683,0.083187,-0.006286,-0.592676,-33.958,-0.042231,0.047639,0.000007,-0.000136,-0.008,0.000214,-0.000353,-0.000000,-0.000003,-0.000,-0.000010,0.000014,0.005688
2.4100,9.331218,9.331218,-0.081287,-0.028077,-0.553724,-31.726,-0.026741,0.043724,0.000000,-1.151843,-65.996,-0.061851,0.082080,-0.006448,-0.593094,-33.982,-0.041755,0.047025,0.000007,-0.000134,-0.008,0.000211,-0.000350,-0.000000,-0.000003,-0.000,-0.000010,0.000014,0.005759
2.4200,9.333425,9.333425,-0.081815,-0.028057,-0.553987,-31.741,-0.026304,0.043122,-0.000000,-1.152453,-66.031,-0.061031,0.080988,-0.006622,-0.593507,-34.005,-0.041285,0.046419,0.000007,-0.000132,-0.008,0.000207,-0.000347,-0.000000,-0.000003,-0.000,-0.000010,0.000014,0.005826
2.4300,9.335641,9.335641,-0.082347,-0.028038,-0.554245,-31.756,-0.025873,0.042528,0.000000,-1.153055,-66.065,-0.060221,0.079910,-0.006809,-0.593915,-34.029,-0.040821,0.045821,0.000008,-0.000129,-0.007,0.000204,-0.000344,-0.000000,-0.000003,-0.000,-0.000009,0.000014,0.005887
2.4400,9.337866,9.337866,-0.082882,-0.028019,-0.554500,-31.770,-0.025447,0.041941,-0.000000,-1.153649,-66.099,-0.059422,0.078847,-0.007008,-0.594318,-34.052,-0.040362,0.045230,0.000008,-0.000127,-0.007,0.000200,-0.000341,-0.000000,-0.000003,-0.000,-0.000009,0.000014,0.005943
2.4500,9.340100,9.340101,-0.083419,-0.028001,-0.554750,-31.785,-0.025028,0.041363,-0.000000,-1.154236,-66.133,-0.058633,0.077798,-0.007218,-0.594717,-34.075,-0.039910,0.044648,0.000008,-0.000126,-0.007,0.000197,-0.000338,-0.000000,-0.000004,-0.000,-0.000009,0.000014,0.005992
2.4600,9.342344,9.342345,-0.083960,-0.027983,-0.554996,-31.799,-0.024614,0.040792,0.000000,-1.154814,-66.166,-0.057855,0.076762,-0.007440,-0.595112,-34.097,-0.039464,0.044073,0.000008,-0.000124,-0.007,0.000193,-0.000335,-0.000000,-0.000004,-0.000,-0.000009,0.000013,0.006036
2.4700,9.344598,9.344598,-0.084504,-0.027966,-0.555238,-31.813,-0.024207,0.040229,0.000000,-1.155385,-66.199,-0.057087,0.075741,-0.007672,-0.595502,-34.120,-0.039023,0.043506,0.000008,-0.000122,-0.007,0.000190,-0.000333,-0.000000,-0.000004,-0.000,-0.000009,0.000013,0.006073
2.4800,9.346860,9.346860,-0.085050,-0.027950,-0.555476,-31.826,-0.023804,0.039673,0.000000,-1.155949,-66.231,-0.056330,0.074733,-0.007914,-0.595888,-34.142,-0.038588,0.042946,0.000008,-0.000120,-0.007,0.000187,-0.000330,-0.000000,-0.000004,-0.000,-0.000009,0.000013,0.006103
2.4900,9.349132,9.349132,-0.085600,-0.027934,-0.555710,-31.840,-0.023407,0.039126,-0.000000,-1.156504,-66.263,-0.055583,0.073738,-0.008165,-0.596270,-34.164,-0.038158,0.042393,0.000008,-0.000118,-0.007,0.000183,-0.000327,-0.000000,-0.000004,-0.000,-0.000009,0.000013,0.006128
2.5000,9.351413,9.351413,-0.086152,-0.027918,-0.555941,-31.853,-0.023016,0.038585,0.000000,-1.157053,-66.294,-0.054845,0.072756,-0.008425,-0.596647,-34.185,-0.037734,0.041848,0.000009,-0.000116,-0.007,0.000180,-0.000324,-0.000000,-0.000004,-0.000,-0.000009,0.000013,0.006145
2.5100,9.353704,9.353704,-0.086708,-0.027903,-0.556167,-31.866,-0.022630,0.038052,0.000000,-1.157594,-66.325,-0.054118,0.071788,-0.008692,-0.597020,-34.207,-0.037316,0.041310,0.000009,-0.000114,-0.007,0.000177,-0.000321,-0.000000,-0.000004,-0.000,-0.000008,0.000013,0.006156
2.5200,9.356004,9.356004,-0.087266,-0.027888,-0.556389,-31.879,-0.022250,0.037526,0.000000,-1.158128,-66.356,-0.053400,0.070832,-0.008966,-0.597389,-34.228,-0.036903,0.040779,0.000009,-0.000113,-0.006,0.000174,-0.000318,-0.000000,-0.000004,-0.000,-0.000008,0.000012,0.006160
2.5300,9.358313,9.358313,-0.087828,-0.027874,-0.556608,-31.891,-0.021875,0.037007,-0.000000,-1.158655,-66.386,-0.052692,0.069889,-0.009245,-0.597754,-34.249,-0.036495,0.040255,0.000009,-0.000111,-0.006,0.000171,-0.000315,-0.000000,-0.000004,-0.000,-0.000008,0.000012,0.006158
2.5400,9.360632,9.360632,-0.088392,-0.027860,-0.556823,-31.904,-0.021505,0.036495,0.000000,-1.159175,-66.416,-0.051993,0.068958,-0.009528,-0.598115,-34.269,-0.036092,0.039738,0.000009,-0.000109,-0.006,0.000167,-0.000312,-0.000000,-0.000004,-0.000,-0.000008,0.000012,0.006150
2.5500,9.362960,9.362960,-0.088959,-0.027847,-0.557035,-31.916,-0.021140,0.035990,0.000000,-1.159688,-66.445,-0.051303,0.068039,-0.009815,-0.598472,-34.290,-0.035695,0.039227,0.000009,-0.000108,-0.006,0.000164,-0.000309,-0.000000,-0.000004,-0.000,-0.000008,0.000012,0.006136
2.5600,9.365297,9.365297,-0.089529,-0.027834,-0.557242,-31.928,-0.020780,0.035492,-0.000000,-1.160194,-66.474,-0.050623,0.067133,-0.010104,-0.598825,-34.310,-0.035303,0.038723,0.000009,-0.000106,-0.006,0.000161,-0.000307,-0.000000,-0.000004,-0.000,-0.000008,0.000012,0.006117
2.5700,9.367644,9.367644,-0.090102,-0.027821,-0.557447,-31.939,-0.020425,0.035001,-0.000000,-1.160694,-66.503,-0.049951,0.066239,-0.010393,-0.599174,-34.330,-0.034916,0.038226,0.000009,-0.000104,-0.006,0.000158,-0.000304,-0.000000,-0.000005,-0.000,-0.000008,0.000012,0.006092
2.5800,9.370000,9.370000,-0.090678,-0.027809,-0.557647,-31.951,-0.020075,0.034516,-0.000000,-1.161186,-66.531,-0.049289,0.065356,-0.010682,-0.599520,-34.350,-0.034533,0.037736,0.000010,-0.000103,-0.006,0.000155,-0.000301,-0.000000,-0.000005,-0.000,-0.000008,0.000011,0.006063
2.5900,9.372366,9.372366,-0.091257,-0.027797,-0.557845,-31.962,-0.019730,0.034039,-0.000000,-1.161673,-66.559,-0.048635,0.064485,-0.010970,-0.599861,-34.370,-0.034156,0.037252,0.000010,-0.000101,-0.006,0.000152,-0.000298,-0.000000,-0.000005,-0.000,-0.000007,0.000011,0.006029
2.6000,9.374741,9.374741,-0.091838,-0.027786,-0.558039,-31.973,-0.019389,0.033567,-0.000000,-1.162153,-66.586,-0.047991,0.063626,-0.011255,-0.600199,-34.389,-0.033783,0.036774,0.000010,-0.000100,-0.006,0.000149,-0.000295,-0.000000,-0.000005,-0.000,-0.000007,0.000011,0.005991
2.6100,9.377125,9.377125,-0.092423,-0.027775,-0.558229,-31.984,-0.019054,0.033102,0.000000,-1.162626,-66.614,-0.047354,0.062778,-0.011536,-0.600533,-34.408,-0.033416,0.036303,0.000010,-0.000098,-0.006,0.000146,-0.000292,-0.000000,-0.000005,-0.000,-0.000007,0.000011,0.005950
2.6200,9.379519,9.379519,-0.093010,-0.027764,-0.558416,-31.995,-0.018723,0.032644,-0.000000,-1.163094,-66.640,-0.046727,0.061941,-0.011812,-0.600864,-34.427,-0.033053,0.035837,0.000010,-0.000097,-0.006,0.000143,-0.000289,-0.000000,-0.000005,-0.000,-0.000007,0.000011,0.005907
2.6300,9.381922,9.381922,-0.093600,-0.027754,-0.558600,-32.005,-0.018396,0.032191,-0.000000,-1.163555,-66.667,-0.046107,0.061115,-0.012081,-0.601191,-34.446,-0.032694,0.035378,0.000010,-0.000096,-0.005,0.000140,-0.000287,-0.000000,-0.000005,-0.000,-0.000007,0.000011,0.005861
2.6400,9.384334,9.384334,-0.094193,-0.027744,-0.558781,-32.016,-0.018074,0.031745,0.000000,-1.164010,-66.693,-0.045496,0.060300,-0.012344,-0.601514,-34.464,-0.032341,0.034925,0.000010,-0.000094,-0.005,0.000137,-0.000284,-0.000000,-0.000005,-0.000,-0.000007,0.000011,0.005813
2.6500,9.386756,9.386756,-0.094788,-0.027735,-0.558959,-32.026,-0.017757,0.031305,-0.000000,-1.164459,-66.719,-0.044893,0.059495,-0.012598,-0.601834,-34.483,-0.031991,0.034478,0.000010,-0.000093,-0.005,0.000135,-0.000281,-0.000000,-0.000005,-0.000,-0.000007,0.000010,0.005765
2.6600,9.389187,9.389187,-0.095387,-0.027726,-0.559133,-32.036,-0.017444,0.030871,0.000000,-1.164901,-66.744,-0.044298,0.058702,-0.012843,-0.602150,-34.501,-0.031646,0.034036,0.000011,-0.000092,-0.005,0.000132,-0.000278,-0.000000,-0.000005,-0.000,-0.000007,0.000010,0.005716
2.6700,9.391627,9.391628,-0.095988,-0.027717,-0.559304,-32.046,-0.017135,0.030442,0.000000,-1.165339,-66.769,-0.043711,0.057919,-0.013078,-0.602463,-34.519,-0.031306,0.033601,0.000011,-0.000090,-0.005,0.000129,-0.000275,-0.000000,-0.000005,-0.000,-0.000007,0.000010,0.005667
2.6800,9.394077,9.394078,-0.096592,-0.027709,-0.559473,-32.055,-0.016831,0.030020,0.000000,-1.165770,-66.794,-0.043132,0.057146,-0.013302,-0.602773,-34.536,-0.030970,0.033171,0.000011,-0.000089,-0.005,0.000126,-0.000273,-0.000000,-0.000005,-0.000,-0.000006,0.000010,0.005620
2.6900,9.396537,9.396537,-0.097198,-0.027702,-0.559638,-32.065,-0.016530,0.029603,0.000000,-1.166196,-66.818,-0.042560,0.056383,-0.013515,-0.603080,-34.554,-0.030638,0.032747,0.000011,-0.000088,-0.005,0.000124,-0.000270,-0.000000,-0.000005,-0.000,-0.000006,0.000010,0.005573
2.7000,9.399005,9.399006,-0.097808,-0.027695,-0.559800,-32.074,-0.016234,0.029192,0.000000,-1.166615,-66.842,-0.041997,0.055630,-0.013716,-0.603383,-34.571,-0.030311,0.032328,0.000011,-0.000087,-0.005,0.000121,-0.000267,-0.000000,-0.000005,-0.000,-0.000006,0.000010,0.005529
2.7100,9.401484,9.401484,-0.098420,-0.027689,-0.559960,-32.083,-0.015942,0.028787,-0.000000,-1.167030,-66.866,-0.041440,0.054888,-0.013904,-0.603683,-34.588,-0.029988,0.031915,0.000011,-0.000085,-0.005,0.000118,-0.000264,-0.000000,-0.000005,-0.000,-0.000006,0.000010,0.005488
2.7200,9.403971,9.403971,-0.099035,-0.027683,-0.560116,-32.092,-0.015655,0.028387,0.000000,-1.167439,-66.889,-0.040891,0.054155,-0.014078,-0.603979,-34.605,-0.029669,0.031507,0.000011,-0.000084,-0.005,0.000116,-0.000262,-0.000000,-0.000006,-0.000,-0.000006,0.000010,0.005449
2.7300,9.406468,9.406468,-0.099653,-0.027678,-0.560270,-32.101,-0.015371,0.027992,-0.000000,-1.167842,-66.912,-0.040350,0.053432,-0.014240,-0.604273,-34.622,-0.029353,0.031105,0.000012,-0.000083,-0.005,0.000113,-0.000259,-0.000000,-0.000006,-0.000,-0.000006,0.000009,0.005415
2.7400,9.408974,9.408975,-0.100273,-0.027674,-0.560421,-32.110,-0.015091,0.027603,-0.000000,-1.168240,-66.935,-0.039816,0.052718,-0.014388,-0.604563,-34.639,-0.029042,0.030708,0.000012,-0.000082,-0.005,0.000110,-0.000256,-0.000000,-0.000006,-0.000,-0.000006,0.000009,0.005385
2.7500,9.411490,9.411490,-0.100896,-0.027670,-0.560569,-32.118,-0.014815,0.027219,0.000000,-1.168633,-66.958,-0.039288,0.052014,-0.014523,-0.604851,-34.655,-0.028735,0.030316,0.000012,-0.000081,-0.005,0.000108,-0.000253,-0.000000,-0.000006,-0.000,-0.000006,0.000009,0.005360
2.7600,9.414015,9.414016,-0.101522,-0.027668,-0.560714,-32.127,-0.014543,0.026840,-0.000000,-1.169021,-66.980,-0.038768,0.051319,-0.014643,-0.605135,-34.672,-0.028432,0.029929,0.000012,-0.000080,-0.005,0.000105,-0.000251,-0.000000,-0.000006,-0.000,-0.000006,0.000009,0.005339
2.7700,9.416550,9.416550,-0.102151,-0.027665,-0.560857,-32.135,-0.014274,0.026466,-0.000000,-1.169404,-67.002,-0.038255,0.050634,-0.014751,-0.605416,-34.688,-0.028133,0.029547,0.000012,-0.000079,-0.005,0.000103,-0.000248,-0.000000,-0.000006,-0.000,-0.000006,0.000009,0.005325
2.7800,9.419094,9.419094,-0.102783,-0.027664,-0.560997,-32.143,-0.014009,0.026098,-0.000000,-1.169781,-67.024,-0.037749,0.049957,-0.014846,-0.605695,-34.704,-0.027837,0.029170,0.000012,-0.000078,-0.004,0.000100,-0.000245,-0.000000,-0.000006,-0.000,-0.000006,0.000009,0.005316
2.7900,9.421647,9.421648,-0.103417,-0.027664,-0.561135,-32.151,-0.013748,0.025734,0.000000,-1.170154,-67.045,-0.037249,0.049289,-0.014927,-0.605970,-34.720,-0.027546,0.028798,0.000013,-0.000077,-0.004,0.000098,-0.000243,-0.000000,-0.000006,-0.000,-0.000005,0.000009,0.005314
2.8000,9.424210,9.424210,-0.104055,-0.027664,-0.561270,-32.158,-0.013491,0.025375,-0.000000,-1.170521,-67.066,-0.036756,0.048631,-0.014997,-0.606243,-34.735,-0.027258,0.028431,0.000013,-0.000076,-0.004,0.000095,-0.000240,-0.000000,-0.000006,-0.000,-0.000005,0.000009,0.005317
2.8100,9.426782,9.426783,-0.104695,-0.027665,-0.561402,-32.166,-0.013237,0.025021,0.000000,-1.170884,-67.087,-0.036270,0.047981,-0.015054,-0.606512,-34.751,-0.026973,0.028069,0.000013,-0.000075,-0.004,0.000093,-0.000238,-0.000000,-0.000006,-0.000,-0.000005,0.000009,0.005328
2.8200,9.429364,9.429364,-0.105338,-0.027667,-0.561532,-32.173,-0.012987,0.024671,-0.000000,-1.171242,-67.107,-0.035790,0.047339,-0.015101,-0.606779,-34.766,-0.026693,0.027711,0.000013,-0.000074,-0.004,0.000091,-0.000235,-0.000000,-0.000006,-0.000,-0.000005,0.000008,0.005345
2.8300,9.431955,9.431955,-0.105983,-0.027670,-0.561659,-32.181,-0.012740,0.024326,0.000000,-1.171595,-67.127,-0.035317,0.046707,-0.015138,-0.607043,-34.781,-0.026416,0.027359,0.000013,-0.000073,-0.004,0.000088,-0.000233,-0.000000,-0.000006,-0.000,-0.000005,0.000008,0.005369
2.8400,9.434556,9.434556,-0.106632,-0.027674,-0.561784,-32.188,-0.012497,0.023986,-0.000000,-1.171943,-67.147,-0.034850,0.046082,-0.015165,-0.607305,-34.796,-0.026142,0.027010,0.000014,-0.000072,-0.004,0.000086,-0.000230,-0.000000,-0.000006,-0.000,-0.000005,0.000008,0.005399
2.8500,9.437166,9.437166,-0.107284,-0.027679,-0.561907,-32.195,-0.012257,0.023650,-0.000000,-1.172287,-67.167,-0.034389,0.045466,-0.015183,-0.607564,-34.811,-0.025872,0.026666,0.000014,-0.000071,-0.004,0.000084,-0.000227,-0.000000,-0.000006,-0.000,-0.000005,0.000008,0.005437
2.8600,9.439785,9.439785,-0.107938,-0.027685,-0.562027,-32.202,-0.012021,0.023319,-0.000000,-1.172627,-67.187,-0.033934,0.044858,-0.015194,-0.607820,-34.825,-0.025605,0.026327,0.000014,-0.000071,-0.004,0.000081,-0.000225,-0.000000,-0.000006,-0.000,-0.000005,0.000008,0.005480
2.8700,9.442414,9.442414,-0.108596,-0.027692,-0.562145,-32.209,-0.011788,0.022991,-0.000000,-1.172961,-67.206,-0.033486,0.044258,-0.015199,-0.608073,-34.840,-0.025342,0.025992,0.000014,-0.000070,-0.004,0.000079,-0.000223,-0.000000,-0.000006,-0.000,-0.000005,0.000008,0.005530
2.8800,9.445052,9.445053,-0.109257,-0.027700,-0.562261,-32.215,-0.011558,0.022669,-0.000000,-1.173292,-67.225,-0.033043,0.043667,-0.015198,-0.608324,-34.854,-0.025082,0.025662,0.000014,-0.000069,-0.004,0.000077,-0.000220,-0.000000,-0.000006,-0.000,-0.000005,0.000008,0.005587
2.8900,9.447700,9.447700,-0.109920,-0.027708,-0.562374,-32.222,-0.011331,0.022350,-0.000000,-1.173618,-67.243,-0.032606,0.043083,-0.015193,-0.608572,-34.869,-0.024825,0.025335,0.000015,-0.000068,-0.004,0.000075,-0.000218,-0.000000,-0.000006,-0.000,-0.000005,0.000008,0.005649
2.9000,9.450357,9.450358,-0.110587,-0.027718,-0.562485,-32.228,-0.011108,0.022036,0.000000,-1.173940,-67.262,-0.032176,0.042506,-0.015184,-0.608818,-34.883,-0.024572,0.025013,0.000015,-0.000068,-0.004,0.000073,-0.000215,-0.000000,-0.000007,-0.000,-0.000005,0.000008,0.005716
2.9100,9.453024,9.453024,-0.111257,-0.027729,-0.562594,-32.234,-0.010887,0.021725,0.000000,-1.174257,-67.280,-0.031750,0.041938,-0.015174,-0.609061,-34.897,-0.024322,0.024696,0.000015,-0.000067,-0.004,0.000070,-0.000213,-0.000000,-0.000007,-0.000,-0.000004,0.000008,0.005789
2.9200,9.455700,9.455700,-0.111929,-0.027741,-0.562701,-32.240,-0.010670,0.021419,0.000000,-1.174571,-67.298,-0.031331,0.041377,-0.015163,-0.609302,-34.910,-0.024075,0.024382,0.000015,-0.000066,-0.004,0.000068,-0.000210,-0.000000,-0.000007,-0.000,-0.000004,0.000008,0.005866
2.9300,9.458386,9.458386,-0.112605,-0.027753,-0.562805,-32.246,-0.010456,0.021117,-0.000000,-1.174880,-67.316,-0.030917,0.040824,-0.015153,-0.609540,-34.924,-0.023831,0.024072,0.000015,-0.000066,-0.004,0.000066,-0.000208,-0.000000,-0.000007,-0.000,-0.000004,0.000007,0.005947
2.9400,9.461081,9.461081,-0.113284,-0.027767,-0.562908,-32.252,-0.010245,0.020819,0.000000,-1.175185,-67.333,-0.030509,0.040278,-0.015144,-0.609776,-34.938,-0.023590,0.023767,0.000016,-0.000065,-0.004,0.000064,-0.000206,-0.000000,-0.000007,-0.000,-0.000004,0.000007,0.006032
2.9500,9.463785,9.463785,-0.113967,-0.027782,-0.563008,-32.258,-0.010036,0.020524,-0.000000,-1.175486,-67.350,-0.030106,0.039739,-0.015137,-0.610010,-34.951,-0.023353,0.023465,0.000016,-0.000064,-0.004,0.000062,-0.000203,-0.000000,-0.000007,-0.000,-0.000004,0.000007,0.006119
2.9600,9.466499,9.466499,-0.114652,-0.027797,-0.563106,-32.264,-0.009831,0.020234,-0.000000,-1.175783,-67.367,-0.029709,0.039207,-0.015135,-0.610241,-34.964,-0.023118,0.023167,0.000016,-0.000064,-0.004,0.000060,-0.000201,-0.000000,-0.000007,-0.000,-0.000004,0.000007,0.006210
2.9700,9.469222,9.469223,-0.115341,-0.027814,-0.563202,-32.269,-0.009629,0.019947,-0.000000,-1.176076,-67.384,-0.029317,0.038683,-0.015137,-0.610470,-34.977,-0.022886,0.022873,0.000016,-0.000063,-0.004,0.000058,-0.000199,-0.000000,-0.000007,-0.000,-0.000004,0.000007,0.006302
2.9800,9.471955,9.471956,-0.116033,-0.027831,-0.563297,-32.275,-0.009429,0.019664,0.000000,-1.176365,-67.401,-0.028930,0.038165,-0.015146,-0.610696,-34.990,-0.022658,0.022583,0.000016,-0.000063,-0.004,0.000056,-0.000197,-0.000000,-0.000007,-0.000,-0.000004,0.000007,0.006395
2.9900,9.474698,9.474698,-0.116728,-0.027849,-0.563389,-32.280,-0.009233,0.019385,0.000000,-1.176651,-67.417,-0.028548,0.037655,-0.015161,-0.610921,-35.003,-0.022432,0.022297,0.000016,-0.000062,-0.004,0.000054,-0.000194,-0.000000,-0.000007,-0.000,-0.000004,0.000007,0.006489
3.0000,9.477450,9.477450,-0.117427,-0.027868,-0.563479,-32.285,-0.009039,0.019109,0.000000,-1.176933,-67.433,-0.028172,0.037151,-0.015184,-0.611143,-35.016,-0.022209,0.022014,0.000017,-0.000062,-0.004,0.000052,-0.000192,-0.000000,-0.000007,-0.000,-0.000004,0.000007,0.006583
3.0100,9.480211,9.480211,-0.118129,-0.027888,-0.563568,-32.290,-0.008848,0.018837,-0.000000,-1.177211,-67.449,-0.027800,0.036654,-0.015216,-0.611362,-35.028,-0.021989,0.021735,0.000017,-0.000061,-0.003,0.000050,-0.000190,-0.000000,-0.000007,-0.000,-0.000004,0.000007,0.006676
3.0200,9.482982,9.482982,-0.118834,-0.027908,-0.563655,-32.295,-0.008659,0.018568,0.000000,-1.177485,-67.465,-0.027434,0.036163,-0.015257,-0.611580,-35.041,-0.021771,0.021460,0.000017,-0.000061,-0.003,0.000048,-0.000188,-0.000000,-0.000007,-0.000,-0.000004,0.000007,0.006768
